Index in PPC list	Rank of PPC for ISP A	Rank of PPC for ISP B	(Rank A - Rank B)^2	Willingness (A)	Willingness (B)	Willingness (AB) = 1 - (diff^2/(1-n)^2)
382.0	376.0	5.0	137641.0	0.2647058823529412	0.9921722113502935	0.5124781172416518
120.0	193.0	299.0	11236.0	0.6235294117647059	0.41682974559686886	0.5098093821008473
156.0	229.0	282.0	2809.0	0.5529411764705883	0.4500978473581213	0.49887637070228014
172.0	228.0	283.0	3025.0	0.5549019607843138	0.4481409001956947	0.4986725019752326
394.0	186.0	318.0	17424.0	0.6372549019607843	0.3796477495107632	0.491866231199209
389.0	305.0	206.0	9801.0	0.403921568627451	0.598825831702544	0.49181161970405857
418.0	185.0	319.0	17956.0	0.6392156862745098	0.3776908023483366	0.4913510816337563
210.0	242.0	279.0	1369.0	0.5274509803921569	0.45596868884540115	0.490409147508112
402.0	187.0	320.0	17689.0	0.6352941176470588	0.37573385518590996	0.48857088329172915
86.0	349.0	132.0	47089.0	0.3176470588235294	0.7436399217221135	0.4860195818676331
239.0	174.0	331.0	24649.0	0.6607843137254902	0.3542074363992172	0.4837920191337616
102.0	351.0	131.0	48400.0	0.3137254901960784	0.7455968688845401	0.4836452658503581
388.0	310.0	211.0	9801.0	0.3941176470588235	0.589041095890411	0.4818210152466158
215.0	176.0	332.0	24336.0	0.6568627450980392	0.3522504892367906	0.48101998224835274
231.0	175.0	333.0	24964.0	0.6588235294117647	0.350293542074364	0.4803973643969968
157.0	222.0	304.0	6724.0	0.5666666666666667	0.4070450097847358	0.4802695481477219
306.0	214.0	310.0	9216.0	0.5823529411764706	0.3953033268101761	0.47979793145109495
327.0	286.0	246.0	1600.0	0.4411764705882353	0.5205479452054794	0.4792217704129389
173.0	223.0	305.0	6724.0	0.5647058823529412	0.4050880626223092	0.47828402841175305
298.0	215.0	311.0	9216.0	0.5803921568627451	0.3933463796477495	0.47780242117208815
180.0	230.0	301.0	5041.0	0.5509803921568628	0.41291585127201563	0.47697855052574434
351.0	284.0	251.0	1089.0	0.44509803921568625	0.5107632093933464	0.47680153418848126
335.0	285.0	250.0	1225.0	0.44313725490196076	0.512720156555773	0.47666067879470486
282.0	216.0	312.0	9216.0	0.5784313725490197	0.3913894324853229	0.4758066063367208
181.0	226.0	307.0	6561.0	0.5588235294117647	0.40117416829745595	0.4734823804924673
61.0	262.0	280.0	324.0	0.48823529411764705	0.45401174168297453	0.47081265513307125
226.0	240.0	300.0	3600.0	0.5313725490196078	0.41487279843444225	0.4695231798569774
202.0	241.0	303.0	3844.0	0.5294117647058824	0.4090019569471624	0.46532832258047285
407.0	129.0	365.0	55696.0	0.7490196078431373	0.2876712328767123	0.46418896371743573
431.0	128.0	366.0	56644.0	0.7509803921568627	0.2857142857142857	0.4632125066646325
119.0	205.0	330.0	15625.0	0.6	0.3561643835616438	0.4622754916032066
423.0	131.0	367.0	55696.0	0.7450980392156863	0.2837573385518591	0.4598119578349958
114.0	280.0	278.0	4.0	0.45294117647058824	0.45792563600782776	0.4554265871789084
293.0	333.0	210.0	15129.0	0.34901960784313724	0.5909980430528375	0.4541694675144542
269.0	335.0	209.0	15876.0	0.34509803921568627	0.5929549902152642	0.4523578279044634
106.0	282.0	281.0	1.0	0.44901960784313727	0.4520547945205479	0.4505346452374405
387.0	316.0	242.0	5476.0	0.38235294117647056	0.5283757338551859	0.44947304244615865
90.0	281.0	286.0	25.0	0.45098039215686275	0.44227005870841485	0.4466039907071584
276.0	338.0	213.0	15625.0	0.3392156862745098	0.5851272015655578	0.44551579684332643
60.0	272.0	296.0	576.0	0.46862745098039216	0.4227005870841487	0.445072015131439
277.0	334.0	227.0	11449.0	0.34705882352941175	0.5577299412915852	0.4399603360210843
292.0	339.0	219.0	14400.0	0.33725490196078434	0.5733855185909981	0.43974660528324777
268.0	340.0	222.0	13924.0	0.3352941176470588	0.5675146771037182	0.4362159246419675
155.0	244.0	328.0	7056.0	0.5235294117647059	0.36007827788649704	0.434179189979398
171.0	243.0	329.0	7396.0	0.5254901960784314	0.35812133072407043	0.43380784721125154
196.0	361.0	192.0	28561.0	0.29411764705882354	0.6262230919765166	0.42916577490060215
197.0	357.0	202.0	24025.0	0.30196078431372547	0.6066536203522505	0.42800187266918194
179.0	246.0	334.0	7744.0	0.5196078431372549	0.34833659491193736	0.4254390987767432
174.0	323.0	263.0	3600.0	0.3686274509803922	0.487279843444227	0.4238215740178524
311.0	155.0	382.0	51529.0	0.6980392156862745	0.25440313111545987	0.42140640967119625
322.0	352.0	231.0	14641.0	0.31176470588235294	0.5499021526418787	0.4140532367733261
275.0	347.0	248.0	9801.0	0.3215686274509804	0.5166340508806262	0.4075945321469891
291.0	345.0	252.0	8649.0	0.3254901960784314	0.5088062622309197	0.40695386723740057
267.0	348.0	249.0	9801.0	0.3196078431372549	0.5146771037181996	0.40557963340323566
318.0	411.0	86.0	105625.0	0.19607843137254902	0.8336594911937377	0.40430513888906416
59.0	283.0	327.0	1936.0	0.4470588235294118	0.36203522504892366	0.40230714856509525
101.0	377.0	200.0	31329.0	0.2627450980392157	0.6105675146771037	0.40052917684407946
77.0	378.0	201.0	31329.0	0.2607843137254902	0.6086105675146771	0.3983918789024146
85.0	379.0	199.0	32400.0	0.25882352941176473	0.6125244618395304	0.3981654719640429
400.0	234.0	363.0	16641.0	0.5431372549019607	0.29158512720156554	0.3979582208706052
100.0	382.0	193.0	35721.0	0.2529411764705882	0.62426614481409	0.39736961773647783
84.0	381.0	198.0	33489.0	0.2549019607843137	0.6144814090019569	0.39576826050115066
417.0	231.0	368.0	18769.0	0.5490196078431373	0.28180039138943247	0.39333692983327767
201.0	298.0	324.0	676.0	0.4176470588235294	0.3679060665362035	0.3919883756084855
393.0	232.0	369.0	18769.0	0.5470588235294118	0.27984344422700586	0.3912682268869329
209.0	297.0	326.0	841.0	0.4196078431372549	0.3639921722113503	0.39081193725428726
76.0	386.0	194.0	36864.0	0.24509803921568626	0.6223091976516634	0.3905467502493263
195.0	367.0	236.0	17161.0	0.2823529411764706	0.5401174168297456	0.39051727391053576
200.0	301.0	323.0	484.0	0.4117647058823529	0.3698630136986301	0.3902518866736932
166.0	322.0	302.0	400.0	0.37058823529411766	0.410958904109589	0.3902518866736932
