PPC Index	Possible Location Combinations	My Traffic	Opponent Traffic	Total Traffic	Traffic Difference	Traffic Ratio
60	[(25.78, -80.19), (33.76, -84.39), (32.8, -96.82), (37.24, -121.78), (39.02, -77.46)]	218744.67646893713	265218.74060211313	483963.41707105027	-46474.064133176	0.82
121	[(40.74, -74.0), (32.8, -96.82), (37.24, -121.78), (39.02, -77.46), (34.05, -118.26)]	218744.67646893713	310738.5528189298	529483.229287867	-91993.87634999264	0.7
187	[(33.76, -84.39), (32.8, -96.82), (37.24, -121.78), (39.02, -77.46), (41.85, -87.62)]	218744.67646893713	363029.9073489918	581774.5838179289	-144285.23088005465	0.6
120	[(25.78, -80.19), (32.8, -96.82), (37.24, -121.78), (39.02, -77.46), (34.05, -118.26)]	218744.67646893713	303214.6169153237	521959.29338426085	-84469.94044638658	0.72
226	[(25.78, -80.19), (40.74, -74.0), (39.02, -77.46), (34.05, -118.26), (41.85, -87.62)]	218744.67646893713	258071.0014936874	476815.6779626245	-39326.32502475026	0.85
180	[(25.78, -80.19), (33.76, -84.39), (37.24, -121.78), (39.02, -77.46), (41.85, -87.62)]	218744.67646893713	287790.54831293126	506535.2247818684	-69045.87184399413	0.76
166	[(25.78, -80.19), (40.74, -74.0), (33.76, -84.39), (39.02, -77.46), (41.85, -87.62)]	218744.67646893713	220075.12518047687	438819.801649414	-1330.448711539735	0.99
202	[(25.78, -80.19), (40.74, -74.0), (32.8, -96.82), (34.05, -118.26), (41.85, -87.62)]	218744.67646893713	258071.0014936874	476815.6779626245	-39326.32502475026	0.85
157	[(40.74, -74.0), (33.76, -84.39), (32.8, -96.82), (37.24, -121.78), (41.85, -87.62)]	218744.67646893713	295314.4842165373	514059.16068547446	-76569.80774760019	0.74
173	[(40.74, -74.0), (33.76, -84.39), (32.8, -96.82), (39.02, -77.46), (41.85, -87.62)]	218744.67646893713	295314.4842165373	514059.16068547446	-76569.80774760019	0.74
150	[(25.78, -80.19), (40.74, -74.0), (33.76, -84.39), (37.24, -121.78), (41.85, -87.62)]	218744.67646893713	220075.12518047687	438819.801649414	-1330.448711539735	0.99
181	[(40.74, -74.0), (33.76, -84.39), (37.24, -121.78), (39.02, -77.46), (41.85, -87.62)]	218744.67646893713	295314.4842165373	514059.16068547446	-76569.80774760019	0.74
432	[(25.78, -80.19), (37.24, -121.78), (39.02, -77.46), (41.85, -87.62), (47.61, -122.34)]	205073.13418962862	363029.9073489917	568103.0415386204	-157956.7731593631	0.56
409	[(40.74, -74.0), (32.8, -96.82), (37.24, -121.78), (41.85, -87.62), (47.61, -122.34)]	205073.13418962862	370553.8432525978	575626.9774422264	-165480.70906296917	0.55
306	[(25.78, -80.19), (40.74, -74.0), (37.24, -121.78), (39.02, -77.46), (47.61, -122.34)]	205073.13418962862	272742.6765057192	477815.81069534784	-67669.54231609058	0.75
298	[(25.78, -80.19), (40.74, -74.0), (32.8, -96.82), (39.02, -77.46), (47.61, -122.34)]	205073.13418962862	272742.6765057192	477815.81069534784	-67669.54231609058	0.75
282	[(25.78, -80.19), (40.74, -74.0), (32.8, -96.82), (37.24, -121.78), (47.61, -122.34)]	205073.13418962862	272742.6765057192	477815.81069534784	-67669.54231609058	0.75
313	[(40.74, -74.0), (32.8, -96.82), (37.24, -121.78), (39.02, -77.46), (47.61, -122.34)]	205073.13418962862	347982.03554177965	553055.1697314082	-142908.90135215104	0.59
312	[(25.78, -80.19), (32.8, -96.82), (37.24, -121.78), (39.02, -77.46), (47.61, -122.34)]	205073.13418962862	340458.0996381736	545531.2338278022	-135384.96544854497	0.6
439	[(32.8, -96.82), (37.24, -121.78), (39.02, -77.46), (41.85, -87.62), (47.61, -122.34)]	205073.13418962862	438269.2663850522	643342.4005746808	-233196.13219542356	0.47
433	[(40.74, -74.0), (37.24, -121.78), (39.02, -77.46), (41.85, -87.62), (47.61, -122.34)]	205073.13418962862	370553.8432525978	575626.9774422264	-165480.70906296917	0.55
425	[(40.74, -74.0), (32.8, -96.82), (39.02, -77.46), (41.85, -87.62), (47.61, -122.34)]	205073.13418962862	370553.8432525978	575626.9774422264	-165480.70906296917	0.55
394	[(25.78, -80.19), (40.74, -74.0), (32.8, -96.82), (41.85, -87.62), (47.61, -122.34)]	205073.13418962862	295314.4842165373	500387.618406166	-90241.35002690871	0.69
418	[(25.78, -80.19), (40.74, -74.0), (39.02, -77.46), (41.85, -87.62), (47.61, -122.34)]	205073.13418962862	295314.4842165373	500387.618406166	-90241.35002690871	0.69
402	[(25.78, -80.19), (40.74, -74.0), (37.24, -121.78), (41.85, -87.62), (47.61, -122.34)]	205073.13418962862	295314.4842165373	500387.618406166	-90241.35002690871	0.69
408	[(25.78, -80.19), (32.8, -96.82), (37.24, -121.78), (41.85, -87.62), (47.61, -122.34)]	205073.13418962862	363029.9073489917	568103.0415386204	-157956.7731593631	0.56
424	[(25.78, -80.19), (32.8, -96.82), (39.02, -77.46), (41.85, -87.62), (47.61, -122.34)]	205073.13418962862	363029.9073489917	568103.0415386204	-157956.7731593631	0.56
200	[(25.78, -80.19), (32.8, -96.82), (34.05, -118.26), (41.85, -87.62)]	205073.13418962856	250170.86879490106	455244.0029845296	-45097.734605272504	0.82
201	[(40.74, -74.0), (32.8, -96.82), (34.05, -118.26), (41.85, -87.62)]	205073.13418962856	257694.80469850713	462767.9388881357	-52621.67050887857	0.8
225	[(40.74, -74.0), (39.02, -77.46), (34.05, -118.26), (41.85, -87.62)]	205073.13418962856	257694.80469850713	462767.9388881357	-52621.67050887857	0.8
209	[(40.74, -74.0), (37.24, -121.78), (34.05, -118.26), (41.85, -87.62)]	205073.13418962856	257694.80469850713	462767.9388881357	-52621.67050887857	0.8
59	[(33.76, -84.39), (32.8, -96.82), (37.24, -121.78), (39.02, -77.46)]	205073.13418962856	264842.54380693287	469915.6779965614	-59769.40961730431	0.77
155	[(33.76, -84.39), (32.8, -96.82), (37.24, -121.78), (41.85, -87.62)]	205073.13418962856	287414.351517751	492487.4857073795	-82341.21732812244	0.71
171	[(33.76, -84.39), (32.8, -96.82), (39.02, -77.46), (41.85, -87.62)]	205073.13418962856	287414.351517751	492487.4857073795	-82341.21732812244	0.71
119	[(32.8, -96.82), (37.24, -121.78), (39.02, -77.46), (34.05, -118.26)]	205073.13418962856	302838.4201201434	507911.554309772	-97765.28593051483	0.68
239	[(37.24, -121.78), (39.02, -77.46), (34.05, -118.26), (41.85, -87.62)]	205073.13418962856	325410.2278309615	530483.3620205901	-120337.09364133296	0.63
215	[(32.8, -96.82), (37.24, -121.78), (34.05, -118.26), (41.85, -87.62)]	205073.13418962856	325410.2278309615	530483.3620205901	-120337.09364133296	0.63
231	[(32.8, -96.82), (39.02, -77.46), (34.05, -118.26), (41.85, -87.62)]	205073.13418962856	325410.2278309615	530483.3620205901	-120337.09364133296	0.63
179	[(33.76, -84.39), (37.24, -121.78), (39.02, -77.46), (41.85, -87.62)]	205073.13418962856	287414.351517751	492487.4857073795	-82341.21732812244	0.71
165	[(40.74, -74.0), (33.76, -84.39), (39.02, -77.46), (41.85, -87.62)]	205073.13418962856	219698.92838529655	424772.06257492513	-14625.794195667986	0.93
208	[(25.78, -80.19), (37.24, -121.78), (34.05, -118.26), (41.85, -87.62)]	205073.13418962856	250170.86879490106	455244.0029845296	-45097.734605272504	0.82
105	[(40.74, -74.0), (32.8, -96.82), (39.02, -77.46), (34.05, -118.26)]	205073.13418962856	235122.996987689	440196.1311773176	-30049.862798060436	0.87
29	[(40.74, -74.0), (33.76, -84.39), (32.8, -96.82), (37.24, -121.78)]	205073.13418962856	197127.1206744784	402200.254864107	7946.013515150145	1.04
14	[(25.78, -80.19), (40.74, -74.0), (33.76, -84.39), (32.8, -96.82)]	205073.13418962856	121887.76163841796	326960.8958280465	83185.3725512106	1.68
82	[(25.78, -80.19), (40.74, -74.0), (37.24, -121.78), (34.05, -118.26)]	205073.13418962856	159883.6379516285	364956.77214125707	45189.49623800005	1.28
53	[(40.74, -74.0), (33.76, -84.39), (37.24, -121.78), (39.02, -77.46)]	205073.13418962856	197127.1206744784	402200.254864107	7946.013515150145	1.04
134	[(25.78, -80.19), (40.74, -74.0), (33.76, -84.39), (41.85, -87.62)]	205073.13418962856	144459.5693492361	349532.7035388646	60613.56484039247	1.42
98	[(25.78, -80.19), (40.74, -74.0), (39.02, -77.46), (34.05, -118.26)]	205073.13418962856	159883.6379516285	364956.77214125707	45189.49623800005	1.28
88	[(25.78, -80.19), (32.8, -96.82), (37.24, -121.78), (34.05, -118.26)]	205073.13418962856	227599.06108408293	432672.19527371146	-22525.926894454373	0.9
112	[(25.78, -80.19), (37.24, -121.78), (39.02, -77.46), (34.05, -118.26)]	205073.13418962856	227599.06108408293	432672.19527371146	-22525.926894454373	0.9
104	[(25.78, -80.19), (32.8, -96.82), (39.02, -77.46), (34.05, -118.26)]	205073.13418962856	227599.06108408293	432672.19527371146	-22525.926894454373	0.9
140	[(25.78, -80.19), (33.76, -84.39), (32.8, -96.82), (41.85, -87.62)]	205073.13418962856	212174.9924816905	417248.12667131907	-7101.858292061952	0.97
148	[(25.78, -80.19), (33.76, -84.39), (37.24, -121.78), (41.85, -87.62)]	205073.13418962856	212174.9924816905	417248.12667131907	-7101.858292061952	0.97
164	[(25.78, -80.19), (33.76, -84.39), (39.02, -77.46), (41.85, -87.62)]	205073.13418962856	212174.9924816905	417248.12667131907	-7101.858292061952	0.97
22	[(25.78, -80.19), (40.74, -74.0), (33.76, -84.39), (37.24, -121.78)]	205073.13418962856	121887.76163841796	326960.8958280465	83185.3725512106	1.68
149	[(40.74, -74.0), (33.76, -84.39), (37.24, -121.78), (41.85, -87.62)]	205073.13418962856	219698.92838529655	424772.06257492513	-14625.794195667986	0.93
141	[(40.74, -74.0), (33.76, -84.39), (32.8, -96.82), (41.85, -87.62)]	205073.13418962856	219698.92838529655	424772.06257492513	-14625.794195667986	0.93
38	[(25.78, -80.19), (40.74, -74.0), (33.76, -84.39), (39.02, -77.46)]	205073.13418962856	121887.76163841796	326960.8958280465	83185.3725512106	1.68
45	[(40.74, -74.0), (33.76, -84.39), (32.8, -96.82), (39.02, -77.46)]	205073.13418962856	197127.1206744784	402200.254864107	7946.013515150145	1.04
74	[(25.78, -80.19), (40.74, -74.0), (32.8, -96.82), (34.05, -118.26)]	205073.13418962856	159883.6379516285	364956.77214125707	45189.49623800005	1.28
89	[(40.74, -74.0), (32.8, -96.82), (37.24, -121.78), (34.05, -118.26)]	205073.13418962856	235122.996987689	440196.1311773176	-30049.862798060436	0.87
224	[(25.78, -80.19), (39.02, -77.46), (34.05, -118.26), (41.85, -87.62)]	205073.13418962856	250170.86879490106	455244.0029845296	-45097.734605272504	0.82
28	[(25.78, -80.19), (33.76, -84.39), (32.8, -96.82), (37.24, -121.78)]	205073.13418962856	189603.18477087238	394676.31896050094	15469.94941875618	1.08
52	[(25.78, -80.19), (33.76, -84.39), (37.24, -121.78), (39.02, -77.46)]	205073.13418962856	189603.18477087238	394676.31896050094	15469.94941875618	1.08
194	[(25.78, -80.19), (40.74, -74.0), (34.05, -118.26), (41.85, -87.62)]	205073.13418962856	182455.44566244664	387528.5798520752	22617.68852718192	1.12
44	[(25.78, -80.19), (33.76, -84.39), (32.8, -96.82), (39.02, -77.46)]	205073.13418962856	189603.18477087238	394676.31896050094	15469.94941875618	1.08
113	[(40.74, -74.0), (37.24, -121.78), (39.02, -77.46), (34.05, -118.26)]	205073.13418962856	235122.996987689	440196.1311773176	-30049.862798060436	0.87
400	[(25.78, -80.19), (37.24, -121.78), (41.85, -87.62), (47.61, -122.34)]	191401.59191032004	287414.35151775094	478815.943428071	-96012.7596074309	0.67
274	[(25.78, -80.19), (40.74, -74.0), (37.24, -121.78), (47.61, -122.34)]	191401.59191032004	197127.1206744784	388528.71258479846	-5725.528764158371	0.97
407	[(32.8, -96.82), (37.24, -121.78), (41.85, -87.62), (47.61, -122.34)]	191401.59191032004	362653.7105538114	554055.3024641315	-171252.11864349135	0.53
431	[(37.24, -121.78), (39.02, -77.46), (41.85, -87.62), (47.61, -122.34)]	191401.59191032004	362653.7105538114	554055.3024641315	-171252.11864349135	0.53
423	[(32.8, -96.82), (39.02, -77.46), (41.85, -87.62), (47.61, -122.34)]	191401.59191032004	362653.7105538114	554055.3024641315	-171252.11864349135	0.53
417	[(40.74, -74.0), (39.02, -77.46), (41.85, -87.62), (47.61, -122.34)]	191401.59191032004	294938.287421357	486339.87933167705	-103536.69551103696	0.65
393	[(40.74, -74.0), (32.8, -96.82), (41.85, -87.62), (47.61, -122.34)]	191401.59191032004	294938.287421357	486339.87933167705	-103536.69551103696	0.65
266	[(25.78, -80.19), (40.74, -74.0), (32.8, -96.82), (47.61, -122.34)]	191401.59191032004	197127.1206744784	388528.71258479846	-5725.528764158371	0.97
305	[(40.74, -74.0), (37.24, -121.78), (39.02, -77.46), (47.61, -122.34)]	191401.59191032004	272366.4797105389	463768.0716208589	-80964.88780021883	0.7
392	[(25.78, -80.19), (32.8, -96.82), (41.85, -87.62), (47.61, -122.34)]	191401.59191032004	287414.35151775094	478815.943428071	-96012.7596074309	0.67
297	[(40.74, -74.0), (32.8, -96.82), (39.02, -77.46), (47.61, -122.34)]	191401.59191032004	272366.4797105389	463768.0716208589	-80964.88780021883	0.7
401	[(40.74, -74.0), (37.24, -121.78), (41.85, -87.62), (47.61, -122.34)]	191401.59191032004	294938.287421357	486339.87933167705	-103536.69551103696	0.65
296	[(25.78, -80.19), (32.8, -96.82), (39.02, -77.46), (47.61, -122.34)]	191401.59191032004	264842.5438069328	456244.13571725285	-73440.95189661277	0.72
281	[(40.74, -74.0), (32.8, -96.82), (37.24, -121.78), (47.61, -122.34)]	191401.59191032004	272366.4797105389	463768.0716208589	-80964.88780021883	0.7
416	[(25.78, -80.19), (39.02, -77.46), (41.85, -87.62), (47.61, -122.34)]	191401.59191032004	287414.35151775094	478815.943428071	-96012.7596074309	0.67
290	[(25.78, -80.19), (40.74, -74.0), (39.02, -77.46), (47.61, -122.34)]	191401.59191032004	197127.1206744784	388528.71258479846	-5725.528764158371	0.97
304	[(25.78, -80.19), (37.24, -121.78), (39.02, -77.46), (47.61, -122.34)]	191401.59191032004	264842.5438069328	456244.13571725285	-73440.95189661277	0.72
280	[(25.78, -80.19), (32.8, -96.82), (37.24, -121.78), (47.61, -122.34)]	191401.59191032004	264842.5438069328	456244.13571725285	-73440.95189661277	0.72
386	[(25.78, -80.19), (40.74, -74.0), (41.85, -87.62), (47.61, -122.34)]	191401.59191032004	219698.92838529655	411100.5202956166	-28297.336474976502	0.87
311	[(32.8, -96.82), (37.24, -121.78), (39.02, -77.46), (47.61, -122.34)]	191401.59191032004	340081.90284299327	531483.4947533133	-148680.31093267322	0.56
199	[(32.8, -96.82), (34.05, -118.26), (41.85, -87.62)]	191401.59191031998	249794.67199972074	441196.2639100407	-58393.080089400755	0.77
207	[(37.24, -121.78), (34.05, -118.26), (41.85, -87.62)]	191401.59191031998	249794.67199972074	441196.2639100407	-58393.080089400755	0.77
13	[(40.74, -74.0), (33.76, -84.39), (32.8, -96.82)]	191401.59191031998	121511.56484323766	312913.1567535576	69890.02706708232	1.58
6	[(25.78, -80.19), (40.74, -74.0), (33.76, -84.39)]	191401.59191031998	46272.20580717719	237673.79771749716	145129.3861031428	4.14
73	[(40.74, -74.0), (32.8, -96.82), (34.05, -118.26)]	191401.59191031998	159507.4411564482	350909.0330667682	31894.15075387177	1.2
37	[(40.74, -74.0), (33.76, -84.39), (39.02, -77.46)]	191401.59191031998	121511.56484323766	312913.1567535576	69890.02706708232	1.58
193	[(40.74, -74.0), (34.05, -118.26), (41.85, -87.62)]	191401.59191031998	182079.24886726635	373480.84077758633	9322.34304305364	1.05
96	[(25.78, -80.19), (39.02, -77.46), (34.05, -118.26)]	191401.59191031998	151983.50525284215	343385.09716316214	39418.086657477834	1.26
223	[(39.02, -77.46), (34.05, -118.26), (41.85, -87.62)]	191401.59191031998	249794.67199972074	441196.2639100407	-58393.080089400755	0.77
133	[(40.74, -74.0), (33.76, -84.39), (41.85, -87.62)]	191401.59191031998	144083.3725540558	335484.96446437575	47318.21935626419	1.33
66	[(25.78, -80.19), (40.74, -74.0), (34.05, -118.26)]	191401.59191031998	84268.08212038774	275669.67403070774	107133.50978993224	2.27
80	[(25.78, -80.19), (37.24, -121.78), (34.05, -118.26)]	191401.59191031998	151983.50525284215	343385.09716316214	39418.086657477834	1.26
111	[(37.24, -121.78), (39.02, -77.46), (34.05, -118.26)]	191401.59191031998	227222.8642889026	418624.4561992226	-35821.272378582624	0.84
103	[(32.8, -96.82), (39.02, -77.46), (34.05, -118.26)]	191401.59191031998	227222.8642889026	418624.4561992226	-35821.272378582624	0.84
21	[(40.74, -74.0), (33.76, -84.39), (37.24, -121.78)]	191401.59191031998	121511.56484323766	312913.1567535576	69890.02706708232	1.58
27	[(33.76, -84.39), (32.8, -96.82), (37.24, -121.78)]	191401.59191031998	189226.9879756921	380628.57988601207	2174.6039346278994	1.01
192	[(25.78, -80.19), (34.05, -118.26), (41.85, -87.62)]	191401.59191031998	174555.31296366028	365956.90487398027	16846.278946659702	1.1
72	[(25.78, -80.19), (32.8, -96.82), (34.05, -118.26)]	191401.59191031998	151983.50525284215	343385.09716316214	39418.086657477834	1.26
81	[(40.74, -74.0), (37.24, -121.78), (34.05, -118.26)]	191401.59191031998	159507.4411564482	350909.0330667682	31894.15075387177	1.2
97	[(40.74, -74.0), (39.02, -77.46), (34.05, -118.26)]	191401.59191031998	159507.4411564482	350909.0330667682	31894.15075387177	1.2
132	[(25.78, -80.19), (33.76, -84.39), (41.85, -87.62)]	191401.59191031998	136559.43665044976	327961.02856076974	54842.155259870226	1.4
139	[(33.76, -84.39), (32.8, -96.82), (41.85, -87.62)]	191401.59191031998	211798.79568651022	403200.3875968302	-20397.203776190232	0.9
43	[(33.76, -84.39), (32.8, -96.82), (39.02, -77.46)]	191401.59191031998	189226.9879756921	380628.57988601207	2174.6039346278994	1.01
147	[(33.76, -84.39), (37.24, -121.78), (41.85, -87.62)]	191401.59191031998	211798.79568651022	403200.3875968302	-20397.203776190232	0.9
12	[(25.78, -80.19), (33.76, -84.39), (32.8, -96.82)]	191401.59191031998	113987.62893963161	305389.2208499516	77413.96297068837	1.68
163	[(33.76, -84.39), (39.02, -77.46), (41.85, -87.62)]	191401.59191031998	211798.79568651022	403200.3875968302	-20397.203776190232	0.9
20	[(25.78, -80.19), (33.76, -84.39), (37.24, -121.78)]	191401.59191031998	113987.62893963161	305389.2208499516	77413.96297068837	1.68
36	[(25.78, -80.19), (33.76, -84.39), (39.02, -77.46)]	191401.59191031998	113987.62893963161	305389.2208499516	77413.96297068837	1.68
51	[(33.76, -84.39), (37.24, -121.78), (39.02, -77.46)]	191401.59191031998	189226.9879756921	380628.57988601207	2174.6039346278994	1.01
87	[(32.8, -96.82), (37.24, -121.78), (34.05, -118.26)]	191401.59191031998	227222.8642889026	418624.4561992226	-35821.272378582624	0.84
385	[(40.74, -74.0), (41.85, -87.62), (47.61, -122.34)]	177730.04963101147	219322.73159011622	397052.7812211277	-41592.68195910475	0.81
258	[(25.78, -80.19), (40.74, -74.0), (47.61, -122.34)]	177730.04963101147	121511.56484323765	299241.61447424913	56218.48478777382	1.46
415	[(39.02, -77.46), (41.85, -87.62), (47.61, -122.34)]	177730.04963101147	287038.1547225707	464768.2043535821	-109308.1050915592	0.62
399	[(37.24, -121.78), (41.85, -87.62), (47.61, -122.34)]	177730.04963101147	287038.1547225707	464768.2043535821	-109308.1050915592	0.62
384	[(25.78, -80.19), (41.85, -87.62), (47.61, -122.34)]	177730.04963101147	211798.79568651022	389528.8453175217	-34068.74605549875	0.84
288	[(25.78, -80.19), (39.02, -77.46), (47.61, -122.34)]	177730.04963101147	189226.9879756921	366957.0376067036	-11496.938344680617	0.94
303	[(37.24, -121.78), (39.02, -77.46), (47.61, -122.34)]	177730.04963101147	264466.34701175254	442196.396642764	-86736.29738074107	0.67
295	[(32.8, -96.82), (39.02, -77.46), (47.61, -122.34)]	177730.04963101147	264466.34701175254	442196.396642764	-86736.29738074107	0.67
279	[(32.8, -96.82), (37.24, -121.78), (47.61, -122.34)]	177730.04963101147	264466.34701175254	442196.396642764	-86736.29738074107	0.67
273	[(40.74, -74.0), (37.24, -121.78), (47.61, -122.34)]	177730.04963101147	196750.9238792981	374480.9735103096	-19020.874248286622	0.9
265	[(40.74, -74.0), (32.8, -96.82), (47.61, -122.34)]	177730.04963101147	196750.9238792981	374480.9735103096	-19020.874248286622	0.9
289	[(40.74, -74.0), (39.02, -77.46), (47.61, -122.34)]	177730.04963101147	196750.9238792981	374480.9735103096	-19020.874248286622	0.9
264	[(25.78, -80.19), (32.8, -96.82), (47.61, -122.34)]	177730.04963101147	189226.9879756921	366957.0376067036	-11496.938344680617	0.94
272	[(25.78, -80.19), (37.24, -121.78), (47.61, -122.34)]	177730.04963101147	189226.9879756921	366957.0376067036	-11496.938344680617	0.94
391	[(32.8, -96.82), (41.85, -87.62), (47.61, -122.34)]	177730.04963101147	287038.1547225707	464768.2043535821	-109308.1050915592	0.62
35	[(33.76, -84.39), (39.02, -77.46)]	177730.0496310114	113611.4321444513	291341.48177546274	64118.617486560106	1.56
11	[(33.76, -84.39), (32.8, -96.82)]	177730.0496310114	113611.4321444513	291341.48177546274	64118.617486560106	1.56
131	[(33.76, -84.39), (41.85, -87.62)]	177730.0496310114	136183.23985526944	313913.2894862809	41546.809775741975	1.31
19	[(33.76, -84.39), (37.24, -121.78)]	177730.0496310114	113611.4321444513	291341.48177546274	64118.617486560106	1.56
79	[(37.24, -121.78), (34.05, -118.26)]	177730.0496310114	151607.30845766186	329337.35808867327	26122.741173349554	1.17
4	[(25.78, -80.19), (33.76, -84.39)]	177730.0496310114	38372.07310839085	216102.12273940226	139357.97652262056	4.63
95	[(39.02, -77.46), (34.05, -118.26)]	177730.0496310114	151607.30845766186	329337.35808867327	26122.741173349554	1.17
5	[(40.74, -74.0), (33.76, -84.39)]	177730.0496310114	45896.009011996895	223626.0586430083	131834.04061901453	3.87
65	[(40.74, -74.0), (34.05, -118.26)]	177730.0496310114	83891.88532520743	261621.93495621884	93838.16430580398	2.12
64	[(25.78, -80.19), (34.05, -118.26)]	177730.0496310114	76367.9494216014	254097.9990526128	101362.10020941001	2.33
191	[(34.05, -118.26), (41.85, -87.62)]	177730.0496310114	174179.11616848	351909.1657994914	3550.9334625314223	1.02
71	[(32.8, -96.82), (34.05, -118.26)]	177730.0496310114	151607.30845766186	329337.35808867327	26122.741173349554	1.17
256	[(25.78, -80.19), (47.61, -122.34)]	164058.5073517029	113611.4321444513	277669.9394961542	50447.07520725159	1.44
383	[(41.85, -87.62), (47.61, -122.34)]	164058.5073517029	211422.5988913299	375481.1062430328	-47364.091539627	0.78
287	[(39.02, -77.46), (47.61, -122.34)]	164058.5073517029	188850.79118051176	352909.29853221466	-24792.283828808868	0.87
271	[(37.24, -121.78), (47.61, -122.34)]	164058.5073517029	188850.79118051176	352909.29853221466	-24792.283828808868	0.87
263	[(32.8, -96.82), (47.61, -122.34)]	164058.5073517029	188850.79118051176	352909.29853221466	-24792.283828808868	0.87
257	[(40.74, -74.0), (47.61, -122.34)]	164058.5073517029	121135.36804805734	285193.8753997602	42923.139303645556	1.35
63	[(34.05, -118.26)]	164058.50735170284	75991.75262642109	240050.25997812394	88066.75472528175	2.16
3	[(33.76, -84.39)]	164058.50735170284	37995.876313210545	202054.3836649134	126062.63103849228	4.32
255	[(47.61, -122.34)]	150386.96507239432	113235.235349271	263622.20042166533	37151.729723123324	1.33
186	[(25.78, -80.19), (40.74, -74.0), (32.8, -96.82), (37.24, -121.78), (39.02, -77.46), (41.85, -87.62)]	82029.25367585146	333310.36052974785	415339.6142055993	-251281.1068538964	0.25
154	[(25.78, -80.19), (40.74, -74.0), (32.8, -96.82), (37.24, -121.78), (41.85, -87.62)]	68357.71139654289	257694.80469850707	326052.51609504997	-189337.09330196417	0.27
170	[(25.78, -80.19), (40.74, -74.0), (32.8, -96.82), (39.02, -77.46), (41.85, -87.62)]	68357.71139654289	257694.80469850707	326052.51609504997	-189337.09330196417	0.27
185	[(40.74, -74.0), (32.8, -96.82), (37.24, -121.78), (39.02, -77.46), (41.85, -87.62)]	68357.71139654289	332934.1637345676	401291.8751311105	-264576.4523380247	0.21
184	[(25.78, -80.19), (32.8, -96.82), (37.24, -121.78), (39.02, -77.46), (41.85, -87.62)]	68357.71139654289	325410.2278309615	393767.9392275044	-257052.51643441862	0.21
58	[(25.78, -80.19), (40.74, -74.0), (32.8, -96.82), (37.24, -121.78), (39.02, -77.46)]	68357.71139654289	235122.99698768894	303480.70838423184	-166765.28559114604	0.29
178	[(25.78, -80.19), (40.74, -74.0), (37.24, -121.78), (39.02, -77.46), (41.85, -87.62)]	68357.71139654289	257694.80469850707	326052.51609504997	-189337.09330196417	0.27
56	[(25.78, -80.19), (32.8, -96.82), (37.24, -121.78), (39.02, -77.46)]	54686.169117234305	227222.8642889026	281909.0334061369	-172536.6951716683	0.24
152	[(25.78, -80.19), (32.8, -96.82), (37.24, -121.78), (41.85, -87.62)]	54686.169117234305	249794.67199972074	304480.84111695504	-195108.50288248644	0.22
177	[(40.74, -74.0), (37.24, -121.78), (39.02, -77.46), (41.85, -87.62)]	54686.169117234305	257318.6079033268	312004.7770205611	-202632.4387860925	0.21
153	[(40.74, -74.0), (32.8, -96.82), (37.24, -121.78), (41.85, -87.62)]	54686.169117234305	257318.6079033268	312004.7770205611	-202632.4387860925	0.21
168	[(25.78, -80.19), (32.8, -96.82), (39.02, -77.46), (41.85, -87.62)]	54686.169117234305	249794.67199972074	304480.84111695504	-195108.50288248644	0.22
176	[(25.78, -80.19), (37.24, -121.78), (39.02, -77.46), (41.85, -87.62)]	54686.169117234305	249794.67199972074	304480.84111695504	-195108.50288248644	0.22
57	[(40.74, -74.0), (32.8, -96.82), (37.24, -121.78), (39.02, -77.46)]	54686.169117234305	234746.80019250867	289432.96930974297	-180060.63107527437	0.23
169	[(40.74, -74.0), (32.8, -96.82), (39.02, -77.46), (41.85, -87.62)]	54686.169117234305	257318.6079033268	312004.7770205611	-202632.4387860925	0.21
42	[(25.78, -80.19), (40.74, -74.0), (32.8, -96.82), (39.02, -77.46)]	54686.169117234305	159507.44115644819	214193.61027368248	-104821.27203921389	0.34
183	[(32.8, -96.82), (37.24, -121.78), (39.02, -77.46), (41.85, -87.62)]	54686.169117234305	325034.0310357812	379720.2001530155	-270347.8619185469	0.17
138	[(25.78, -80.19), (40.74, -74.0), (32.8, -96.82), (41.85, -87.62)]	54686.169117234305	182079.24886726632	236765.41798450061	-127393.07975003202	0.3
26	[(25.78, -80.19), (40.74, -74.0), (32.8, -96.82), (37.24, -121.78)]	54686.169117234305	159507.44115644819	214193.61027368248	-104821.27203921389	0.34
50	[(25.78, -80.19), (40.74, -74.0), (37.24, -121.78), (39.02, -77.46)]	54686.169117234305	159507.44115644819	214193.61027368248	-104821.27203921389	0.34
146	[(25.78, -80.19), (40.74, -74.0), (37.24, -121.78), (41.85, -87.62)]	54686.169117234305	182079.24886726632	236765.41798450061	-127393.07975003202	0.3
162	[(25.78, -80.19), (40.74, -74.0), (39.02, -77.46), (41.85, -87.62)]	54686.169117234305	182079.24886726632	236765.41798450061	-127393.07975003202	0.3
151	[(32.8, -96.82), (37.24, -121.78), (41.85, -87.62)]	41014.62683792573	249418.47520454042	290433.10204246617	-208403.8483666147	0.16
175	[(37.24, -121.78), (39.02, -77.46), (41.85, -87.62)]	41014.62683792573	249418.47520454042	290433.10204246617	-208403.8483666147	0.16
130	[(25.78, -80.19), (40.74, -74.0), (41.85, -87.62)]	41014.62683792573	106463.69303602555	147478.3198739513	-65449.06619809982	0.39
