PPC Index	Possible Location Combinations	My Traffic	Opponent Traffic	Total Traffic	Traffic Difference	Traffic Ratio
492	[(25.78, -80.19), (33.76, -84.39), (32.8, -96.82), (39.02, -77.46), (34.05, -118.26), (41.85, -87.62), (47.61, -122.34)]	533190.1488930343	477017.53628862335	1010207.6851816577	56172.61260441097	1.12
476	[(25.78, -80.19), (33.76, -84.39), (32.8, -96.82), (37.24, -121.78), (34.05, -118.26), (41.85, -87.62), (47.61, -122.34)]	533190.1488930343	477017.53628862335	1010207.6851816577	56172.61260441097	1.12
493	[(40.74, -74.0), (33.76, -84.39), (32.8, -96.82), (39.02, -77.46), (34.05, -118.26), (41.85, -87.62), (47.61, -122.34)]	533190.1488930343	484541.4721922294	1017731.6210852638	48648.67670080491	1.1
501	[(40.74, -74.0), (33.76, -84.39), (37.24, -121.78), (39.02, -77.46), (34.05, -118.26), (41.85, -87.62), (47.61, -122.34)]	533190.1488930343	484541.4721922294	1017731.6210852638	48648.67670080491	1.1
477	[(40.74, -74.0), (33.76, -84.39), (32.8, -96.82), (37.24, -121.78), (34.05, -118.26), (41.85, -87.62), (47.61, -122.34)]	533190.1488930343	484541.4721922294	1017731.6210852638	48648.67670080491	1.1
350	[(25.78, -80.19), (40.74, -74.0), (33.76, -84.39), (32.8, -96.82), (37.24, -121.78), (34.05, -118.26), (47.61, -122.34)]	533190.1488930343	386730.3054453508	919920.4543383851	146459.8434476835	1.38
462	[(25.78, -80.19), (40.74, -74.0), (33.76, -84.39), (32.8, -96.82), (34.05, -118.26), (41.85, -87.62), (47.61, -122.34)]	533190.1488930343	409302.11315616895	942492.2620492033	123888.03573686536	1.3
486	[(25.78, -80.19), (40.74, -74.0), (33.76, -84.39), (39.02, -77.46), (34.05, -118.26), (41.85, -87.62), (47.61, -122.34)]	533190.1488930343	409302.11315616895	942492.2620492033	123888.03573686536	1.3
380	[(25.78, -80.19), (33.76, -84.39), (32.8, -96.82), (37.24, -121.78), (39.02, -77.46), (34.05, -118.26), (47.61, -122.34)]	533190.1488930343	454445.7285778052	987635.8774708395	78744.4203152291	1.17
373	[(40.74, -74.0), (33.76, -84.39), (37.24, -121.78), (39.02, -77.46), (34.05, -118.26), (47.61, -122.34)]	519518.6066137258	386354.1086501705	905872.7152638963	133164.49796355527	1.34
460	[(25.78, -80.19), (33.76, -84.39), (32.8, -96.82), (34.05, -118.26), (41.85, -87.62), (47.61, -122.34)]	519518.6066137258	401401.98045738257	920920.5870711084	118116.6261563432	1.29
491	[(33.76, -84.39), (32.8, -96.82), (39.02, -77.46), (34.05, -118.26), (41.85, -87.62), (47.61, -122.34)]	519518.6066137258	476641.3394934431	996159.9461071689	42877.26712028269	1.09
484	[(25.78, -80.19), (33.76, -84.39), (39.02, -77.46), (34.05, -118.26), (41.85, -87.62), (47.61, -122.34)]	519518.6066137258	401401.98045738257	920920.5870711084	118116.6261563432	1.29
365	[(40.74, -74.0), (33.76, -84.39), (32.8, -96.82), (39.02, -77.46), (34.05, -118.26), (47.61, -122.34)]	519518.6066137258	386354.1086501705	905872.7152638963	133164.49796355527	1.34
349	[(40.74, -74.0), (33.76, -84.39), (32.8, -96.82), (37.24, -121.78), (34.05, -118.26), (47.61, -122.34)]	519518.6066137258	386354.1086501705	905872.7152638963	133164.49796355527	1.34
372	[(25.78, -80.19), (33.76, -84.39), (37.24, -121.78), (39.02, -77.46), (34.05, -118.26), (47.61, -122.34)]	519518.6066137258	378830.17274656444	898348.7793602902	140688.43386716134	1.37
468	[(25.78, -80.19), (33.76, -84.39), (37.24, -121.78), (34.05, -118.26), (41.85, -87.62), (47.61, -122.34)]	519518.6066137258	401401.98045738257	920920.5870711084	118116.6261563432	1.29
348	[(25.78, -80.19), (33.76, -84.39), (32.8, -96.82), (37.24, -121.78), (34.05, -118.26), (47.61, -122.34)]	519518.6066137258	378830.17274656444	898348.7793602902	140688.43386716134	1.37
485	[(40.74, -74.0), (33.76, -84.39), (39.02, -77.46), (34.05, -118.26), (41.85, -87.62), (47.61, -122.34)]	519518.6066137258	408925.91636098863	928444.5229747144	110592.69025273714	1.27
454	[(25.78, -80.19), (40.74, -74.0), (33.76, -84.39), (34.05, -118.26), (41.85, -87.62), (47.61, -122.34)]	519518.6066137258	333686.5573249282	853205.1639386539	185832.0492887976	1.56
469	[(40.74, -74.0), (33.76, -84.39), (37.24, -121.78), (34.05, -118.26), (41.85, -87.62), (47.61, -122.34)]	519518.6066137258	408925.91636098863	928444.5229747144	110592.69025273714	1.27
475	[(33.76, -84.39), (32.8, -96.82), (37.24, -121.78), (34.05, -118.26), (41.85, -87.62), (47.61, -122.34)]	519518.6066137258	476641.3394934431	996159.9461071689	42877.26712028269	1.09
499	[(33.76, -84.39), (37.24, -121.78), (39.02, -77.46), (34.05, -118.26), (41.85, -87.62), (47.61, -122.34)]	519518.6066137258	476641.3394934431	996159.9461071689	42877.26712028269	1.09
342	[(25.78, -80.19), (40.74, -74.0), (33.76, -84.39), (37.24, -121.78), (34.05, -118.26), (47.61, -122.34)]	519518.6066137258	311114.74961411004	830633.3562278359	208403.85699961573	1.67
334	[(25.78, -80.19), (40.74, -74.0), (33.76, -84.39), (32.8, -96.82), (34.05, -118.26), (47.61, -122.34)]	519518.6066137258	311114.74961411004	830633.3562278359	208403.85699961573	1.67
358	[(25.78, -80.19), (40.74, -74.0), (33.76, -84.39), (39.02, -77.46), (34.05, -118.26), (47.61, -122.34)]	519518.6066137258	311114.74961411004	830633.3562278359	208403.85699961573	1.67
461	[(40.74, -74.0), (33.76, -84.39), (32.8, -96.82), (34.05, -118.26), (41.85, -87.62), (47.61, -122.34)]	519518.6066137258	408925.91636098863	928444.5229747144	110592.69025273714	1.27
364	[(25.78, -80.19), (33.76, -84.39), (32.8, -96.82), (39.02, -77.46), (34.05, -118.26), (47.61, -122.34)]	519518.6066137258	378830.17274656444	898348.7793602902	140688.43386716134	1.37
379	[(33.76, -84.39), (32.8, -96.82), (37.24, -121.78), (39.02, -77.46), (34.05, -118.26), (47.61, -122.34)]	519518.6066137258	454069.53178262495	973588.1383963507	65449.07483110082	1.14
371	[(33.76, -84.39), (37.24, -121.78), (39.02, -77.46), (34.05, -118.26), (47.61, -122.34)]	505847.0643344171	378453.9759513842	884301.0402858013	127393.08838303294	1.34
347	[(33.76, -84.39), (32.8, -96.82), (37.24, -121.78), (34.05, -118.26), (47.61, -122.34)]	505847.0643344171	378453.9759513842	884301.0402858013	127393.08838303294	1.34
363	[(33.76, -84.39), (32.8, -96.82), (39.02, -77.46), (34.05, -118.26), (47.61, -122.34)]	505847.0643344171	378453.9759513842	884301.0402858013	127393.08838303294	1.34
483	[(33.76, -84.39), (39.02, -77.46), (34.05, -118.26), (41.85, -87.62), (47.61, -122.34)]	505847.0643344171	401025.7836622023	906872.8479966194	104821.28067221481	1.26
467	[(33.76, -84.39), (37.24, -121.78), (34.05, -118.26), (41.85, -87.62), (47.61, -122.34)]	505847.0643344171	401025.7836622023	906872.8479966194	104821.28067221481	1.26
459	[(33.76, -84.39), (32.8, -96.82), (34.05, -118.26), (41.85, -87.62), (47.61, -122.34)]	505847.0643344171	401025.7836622023	906872.8479966194	104821.28067221481	1.26
326	[(25.78, -80.19), (40.74, -74.0), (33.76, -84.39), (34.05, -118.26), (47.61, -122.34)]	505847.0643344171	235499.19378286926	741346.2581172864	270347.87055154785	2.15
357	[(40.74, -74.0), (33.76, -84.39), (39.02, -77.46), (34.05, -118.26), (47.61, -122.34)]	505847.0643344171	310738.5528189297	816585.6171533468	195108.5115154874	1.63
340	[(25.78, -80.19), (33.76, -84.39), (37.24, -121.78), (34.05, -118.26), (47.61, -122.34)]	505847.0643344171	303214.6169153237	809061.6812497408	202632.4474190934	1.67
332	[(25.78, -80.19), (33.76, -84.39), (32.8, -96.82), (34.05, -118.26), (47.61, -122.34)]	505847.0643344171	303214.6169153237	809061.6812497408	202632.4474190934	1.67
333	[(40.74, -74.0), (33.76, -84.39), (32.8, -96.82), (34.05, -118.26), (47.61, -122.34)]	505847.0643344171	310738.5528189297	816585.6171533468	195108.5115154874	1.63
356	[(25.78, -80.19), (33.76, -84.39), (39.02, -77.46), (34.05, -118.26), (47.61, -122.34)]	505847.0643344171	303214.6169153237	809061.6812497408	202632.4474190934	1.67
341	[(40.74, -74.0), (33.76, -84.39), (37.24, -121.78), (34.05, -118.26), (47.61, -122.34)]	505847.0643344171	310738.5528189297	816585.6171533468	195108.5115154874	1.63
452	[(25.78, -80.19), (33.76, -84.39), (34.05, -118.26), (41.85, -87.62), (47.61, -122.34)]	505847.0643344171	325786.42462614184	831633.488960559	180060.63970827527	1.55
453	[(40.74, -74.0), (33.76, -84.39), (34.05, -118.26), (41.85, -87.62), (47.61, -122.34)]	505847.0643344171	333310.36052974785	839157.424864165	172536.70380466926	1.52
355	[(33.76, -84.39), (39.02, -77.46), (34.05, -118.26), (47.61, -122.34)]	492175.52205510857	302838.4201201434	795013.9421752519	189337.10193496518	1.63
339	[(33.76, -84.39), (37.24, -121.78), (34.05, -118.26), (47.61, -122.34)]	492175.52205510857	302838.4201201434	795013.9421752519	189337.10193496518	1.63
451	[(33.76, -84.39), (34.05, -118.26), (41.85, -87.62), (47.61, -122.34)]	492175.52205510857	325410.2278309615	817585.7498860701	166765.29422414704	1.51
331	[(33.76, -84.39), (32.8, -96.82), (34.05, -118.26), (47.61, -122.34)]	492175.52205510857	302838.4201201434	795013.9421752519	189337.10193496518	1.63
324	[(25.78, -80.19), (33.76, -84.39), (34.05, -118.26), (47.61, -122.34)]	492175.52205510857	227599.06108408293	719774.5831391915	264576.46097102563	2.16
325	[(40.74, -74.0), (33.76, -84.39), (34.05, -118.26), (47.61, -122.34)]	492175.52205510857	235122.996987689	727298.5190427976	257052.52506741957	2.09
323	[(33.76, -84.39), (34.05, -118.26), (47.61, -122.34)]	478503.9797758	227222.8642889026	705726.8440647026	251281.1154868974	2.11
254	[(25.78, -80.19), (40.74, -74.0), (33.76, -84.39), (32.8, -96.82), (37.24, -121.78), (39.02, -77.46), (34.05, -118.26), (41.85, -87.62)]	410146.2683792571	447297.98946937954	857444.2578486367	-37151.72109012242	0.92
506	[(25.78, -80.19), (40.74, -74.0), (32.8, -96.82), (37.24, -121.78), (39.02, -77.46), (34.05, -118.26), (41.85, -87.62), (47.61, -122.34)]	396474.72609994863	522537.34850543994	919012.0746053886	-126062.6224054913	0.76
446	[(25.78, -80.19), (40.74, -74.0), (33.76, -84.39), (32.8, -96.82), (37.24, -121.78), (39.02, -77.46), (41.85, -87.62), (47.61, -122.34)]	396474.72609994863	484541.4721922294	881016.1982921781	-88066.74609228078	0.82
253	[(40.74, -74.0), (33.76, -84.39), (32.8, -96.82), (37.24, -121.78), (39.02, -77.46), (34.05, -118.26), (41.85, -87.62)]	396474.7260999486	446921.7926741992	843396.5187741478	-50447.06657425064	0.89
238	[(25.78, -80.19), (40.74, -74.0), (33.76, -84.39), (32.8, -96.82), (39.02, -77.46), (34.05, -118.26), (41.85, -87.62)]	396474.7260999486	371682.43363813875	768157.1597380873	24792.29246180982	1.07
246	[(25.78, -80.19), (40.74, -74.0), (33.76, -84.39), (37.24, -121.78), (39.02, -77.46), (34.05, -118.26), (41.85, -87.62)]	396474.7260999486	371682.43363813875	768157.1597380873	24792.29246180982	1.07
252	[(25.78, -80.19), (33.76, -84.39), (32.8, -96.82), (37.24, -121.78), (39.02, -77.46), (34.05, -118.26), (41.85, -87.62)]	396474.7260999486	439397.85677059315	835872.5828705417	-42923.130670644576	0.9
222	[(25.78, -80.19), (40.74, -74.0), (33.76, -84.39), (32.8, -96.82), (37.24, -121.78), (34.05, -118.26), (41.85, -87.62)]	396474.7260999486	371682.43363813875	768157.1597380873	24792.29246180982	1.07
126	[(25.78, -80.19), (40.74, -74.0), (33.76, -84.39), (32.8, -96.82), (37.24, -121.78), (39.02, -77.46), (34.05, -118.26)]	396474.7260999485	349110.6259273206	745585.3520272691	47364.10017262789	1.14
378	[(25.78, -80.19), (40.74, -74.0), (32.8, -96.82), (37.24, -121.78), (39.02, -77.46), (34.05, -118.26), (47.61, -122.34)]	382803.1838206401	424349.984963381	807153.1687840212	-41546.80114274094	0.9
505	[(40.74, -74.0), (32.8, -96.82), (37.24, -121.78), (39.02, -77.46), (34.05, -118.26), (41.85, -87.62), (47.61, -122.34)]	382803.18382064	522161.15171025967	904964.3355308997	-139357.96788961964	0.73
244	[(25.78, -80.19), (33.76, -84.39), (37.24, -121.78), (39.02, -77.46), (34.05, -118.26), (41.85, -87.62)]	382803.18382064	363782.30093935237	746585.4847599925	19020.88288128766	1.05
474	[(25.78, -80.19), (40.74, -74.0), (32.8, -96.82), (37.24, -121.78), (34.05, -118.26), (41.85, -87.62), (47.61, -122.34)]	382803.18382064	446921.79267419915	829724.9764948392	-64118.608853559126	0.86
236	[(25.78, -80.19), (33.76, -84.39), (32.8, -96.82), (39.02, -77.46), (34.05, -118.26), (41.85, -87.62)]	382803.18382064	363782.30093935237	746585.4847599925	19020.88288128766	1.05
220	[(25.78, -80.19), (33.76, -84.39), (32.8, -96.82), (37.24, -121.78), (34.05, -118.26), (41.85, -87.62)]	382803.18382064	363782.30093935237	746585.4847599925	19020.88288128766	1.05
237	[(40.74, -74.0), (33.76, -84.39), (32.8, -96.82), (39.02, -77.46), (34.05, -118.26), (41.85, -87.62)]	382803.18382064	371306.23684295843	754109.4206635985	11496.946977681597	1.03
221	[(40.74, -74.0), (33.76, -84.39), (32.8, -96.82), (37.24, -121.78), (34.05, -118.26), (41.85, -87.62)]	382803.18382064	371306.23684295843	754109.4206635985	11496.946977681597	1.03
245	[(40.74, -74.0), (33.76, -84.39), (37.24, -121.78), (39.02, -77.46), (34.05, -118.26), (41.85, -87.62)]	382803.18382064	371306.23684295843	754109.4206635985	11496.946977681597	1.03
206	[(25.78, -80.19), (40.74, -74.0), (33.76, -84.39), (32.8, -96.82), (34.05, -118.26), (41.85, -87.62)]	382803.18382064	296066.877806898	678870.061627538	86736.30601374205	1.29
444	[(25.78, -80.19), (33.76, -84.39), (32.8, -96.82), (37.24, -121.78), (39.02, -77.46), (41.85, -87.62), (47.61, -122.34)]	382803.18382064	476641.339493443	859444.523314083	-93838.155672803	0.8
230	[(25.78, -80.19), (40.74, -74.0), (33.76, -84.39), (39.02, -77.46), (34.05, -118.26), (41.85, -87.62)]	382803.18382064	296066.877806898	678870.061627538	86736.30601374205	1.29
318	[(25.78, -80.19), (40.74, -74.0), (33.76, -84.39), (32.8, -96.82), (37.24, -121.78), (39.02, -77.46), (47.61, -122.34)]	382803.18382064	386354.1086501705	769157.2924708105	-3550.9248295304715	0.99
490	[(25.78, -80.19), (40.74, -74.0), (32.8, -96.82), (39.02, -77.46), (34.05, -118.26), (41.85, -87.62), (47.61, -122.34)]	382803.18382064	446921.79267419915	829724.9764948392	-64118.608853559126	0.86
445	[(40.74, -74.0), (33.76, -84.39), (32.8, -96.82), (37.24, -121.78), (39.02, -77.46), (41.85, -87.62), (47.61, -122.34)]	382803.18382064	484165.2753970491	866968.4592176891	-101362.09157640906	0.79
504	[(25.78, -80.19), (32.8, -96.82), (37.24, -121.78), (39.02, -77.46), (34.05, -118.26), (41.85, -87.62), (47.61, -122.34)]	382803.18382064	514637.2158066536	897440.3996272937	-131834.03198601358	0.74
251	[(33.76, -84.39), (32.8, -96.82), (37.24, -121.78), (39.02, -77.46), (34.05, -118.26), (41.85, -87.62)]	382803.18382064	439021.6599754129	821824.843796053	-56218.476154772856	0.87
414	[(25.78, -80.19), (40.74, -74.0), (33.76, -84.39), (32.8, -96.82), (37.24, -121.78), (41.85, -87.62), (47.61, -122.34)]	382803.18382064	408925.91636098863	791729.1001816287	-26122.732540348603	0.94
430	[(25.78, -80.19), (40.74, -74.0), (33.76, -84.39), (32.8, -96.82), (39.02, -77.46), (41.85, -87.62), (47.61, -122.34)]	382803.18382064	408925.91636098863	791729.1001816287	-26122.732540348603	0.94
498	[(25.78, -80.19), (40.74, -74.0), (37.24, -121.78), (39.02, -77.46), (34.05, -118.26), (41.85, -87.62), (47.61, -122.34)]	382803.18382064	446921.79267419915	829724.9764948392	-64118.608853559126	0.86
438	[(25.78, -80.19), (40.74, -74.0), (33.76, -84.39), (37.24, -121.78), (39.02, -77.46), (41.85, -87.62), (47.61, -122.34)]	382803.18382064	408925.91636098863	791729.1001816287	-26122.732540348603	0.94
214	[(25.78, -80.19), (40.74, -74.0), (33.76, -84.39), (37.24, -121.78), (34.05, -118.26), (41.85, -87.62)]	382803.18382064	296066.877806898	678870.061627538	86736.30601374205	1.29
110	[(25.78, -80.19), (40.74, -74.0), (33.76, -84.39), (32.8, -96.82), (39.02, -77.46), (34.05, -118.26)]	382803.18382063997	273495.07009607984	656298.2539167198	109308.11372456013	1.4
94	[(25.78, -80.19), (40.74, -74.0), (33.76, -84.39), (32.8, -96.82), (37.24, -121.78), (34.05, -118.26)]	382803.18382063997	273495.07009607984	656298.2539167198	109308.11372456013	1.4
118	[(25.78, -80.19), (40.74, -74.0), (33.76, -84.39), (37.24, -121.78), (39.02, -77.46), (34.05, -118.26)]	382803.18382063997	273495.07009607984	656298.2539167198	109308.11372456013	1.4
124	[(25.78, -80.19), (33.76, -84.39), (32.8, -96.82), (37.24, -121.78), (39.02, -77.46), (34.05, -118.26)]	382803.18382063997	341210.49322853424	724013.6770491742	41592.69059210573	1.12
125	[(40.74, -74.0), (33.76, -84.39), (32.8, -96.82), (37.24, -121.78), (39.02, -77.46), (34.05, -118.26)]	382803.18382063997	348734.4291321403	731537.6129527802	34068.75468849967	1.1
235	[(33.76, -84.39), (32.8, -96.82), (39.02, -77.46), (34.05, -118.26), (41.85, -87.62)]	369131.6415413314	363406.1041441721	732537.7456855036	5725.537397159322	1.02
229	[(40.74, -74.0), (33.76, -84.39), (39.02, -77.46), (34.05, -118.26), (41.85, -87.62)]	369131.6415413314	295690.68101171765	664822.3225530491	73440.96052961377	1.25
213	[(40.74, -74.0), (33.76, -84.39), (37.24, -121.78), (34.05, -118.26), (41.85, -87.62)]	369131.6415413314	295690.68101171765	664822.3225530491	73440.96052961377	1.25
205	[(40.74, -74.0), (33.76, -84.39), (32.8, -96.82), (34.05, -118.26), (41.85, -87.62)]	369131.6415413314	295690.68101171765	664822.3225530491	73440.96052961377	1.25
243	[(33.76, -84.39), (37.24, -121.78), (39.02, -77.46), (34.05, -118.26), (41.85, -87.62)]	369131.6415413314	363406.1041441721	732537.7456855036	5725.537397159322	1.02
482	[(25.78, -80.19), (40.74, -74.0), (39.02, -77.46), (34.05, -118.26), (41.85, -87.62), (47.61, -122.34)]	369131.6415413314	371306.2368429584	740437.8783842898	-2174.5953016269486	0.99
458	[(25.78, -80.19), (40.74, -74.0), (32.8, -96.82), (34.05, -118.26), (41.85, -87.62), (47.61, -122.34)]	369131.6415413314	371306.2368429584	740437.8783842898	-2174.5953016269486	0.99
346	[(25.78, -80.19), (40.74, -74.0), (32.8, -96.82), (37.24, -121.78), (34.05, -118.26), (47.61, -122.34)]	369131.6415413314	348734.42913214024	717866.0706734717	20397.212409191183	1.06
219	[(33.76, -84.39), (32.8, -96.82), (37.24, -121.78), (34.05, -118.26), (41.85, -87.62)]	369131.6415413314	363406.1041441721	732537.7456855036	5725.537397159322	1.02
503	[(32.8, -96.82), (37.24, -121.78), (39.02, -77.46), (34.05, -118.26), (41.85, -87.62), (47.61, -122.34)]	369131.6415413314	514261.0190114733	883392.6605528047	-145129.37747014186	0.72
302	[(25.78, -80.19), (40.74, -74.0), (33.76, -84.39), (32.8, -96.82), (39.02, -77.46), (47.61, -122.34)]	369131.6415413314	310738.5528189297	679870.1943602611	58393.088722401706	1.19
310	[(25.78, -80.19), (40.74, -74.0), (33.76, -84.39), (37.24, -121.78), (39.02, -77.46), (47.61, -122.34)]	369131.6415413314	310738.5528189297	679870.1943602611	58393.088722401706	1.19
286	[(25.78, -80.19), (40.74, -74.0), (33.76, -84.39), (32.8, -96.82), (37.24, -121.78), (47.61, -122.34)]	369131.6415413314	310738.5528189297	679870.1943602611	58393.088722401706	1.19
398	[(25.78, -80.19), (40.74, -74.0), (33.76, -84.39), (32.8, -96.82), (41.85, -87.62), (47.61, -122.34)]	369131.6415413314	333310.36052974785	702442.0020710793	35821.281011583575	1.11
362	[(25.78, -80.19), (40.74, -74.0), (32.8, -96.82), (39.02, -77.46), (34.05, -118.26), (47.61, -122.34)]	369131.6415413314	348734.42913214024	717866.0706734717	20397.212409191183	1.06
370	[(25.78, -80.19), (40.74, -74.0), (37.24, -121.78), (39.02, -77.46), (34.05, -118.26), (47.61, -122.34)]	369131.6415413314	348734.42913214024	717866.0706734717	20397.212409191183	1.06
123	[(33.76, -84.39), (32.8, -96.82), (37.24, -121.78), (39.02, -77.46), (34.05, -118.26)]	369131.6415413314	340834.296433354	709965.9379746853	28297.345107977453	1.08
443	[(33.76, -84.39), (32.8, -96.82), (37.24, -121.78), (39.02, -77.46), (41.85, -87.62), (47.61, -122.34)]	369131.6415413314	476265.14269826276	845396.7842395941	-107133.50115693134	0.78
406	[(25.78, -80.19), (40.74, -74.0), (33.76, -84.39), (37.24, -121.78), (41.85, -87.62), (47.61, -122.34)]	369131.6415413314	333310.36052974785	702442.0020710793	35821.281011583575	1.11
466	[(25.78, -80.19), (40.74, -74.0), (37.24, -121.78), (34.05, -118.26), (41.85, -87.62), (47.61, -122.34)]	369131.6415413314	371306.2368429584	740437.8783842898	-2174.5953016269486	0.99
422	[(25.78, -80.19), (40.74, -74.0), (33.76, -84.39), (39.02, -77.46), (41.85, -87.62), (47.61, -122.34)]	369131.6415413314	333310.36052974785	702442.0020710793	35821.281011583575	1.11
212	[(25.78, -80.19), (33.76, -84.39), (37.24, -121.78), (34.05, -118.26), (41.85, -87.62)]	369131.6415413314	288166.7451081116	657298.3866494431	80964.89643321984	1.28
117	[(40.74, -74.0), (33.76, -84.39), (37.24, -121.78), (39.02, -77.46), (34.05, -118.26)]	369131.6415413314	273118.8733008995	642250.514842231	96012.7682404319	1.35
93	[(40.74, -74.0), (33.76, -84.39), (32.8, -96.82), (37.24, -121.78), (34.05, -118.26)]	369131.6415413314	273118.8733008995	642250.514842231	96012.7682404319	1.35
496	[(25.78, -80.19), (37.24, -121.78), (39.02, -77.46), (34.05, -118.26), (41.85, -87.62), (47.61, -122.34)]	369131.6415413314	439021.6599754128	808153.3015167443	-69890.0184340814	0.84
472	[(25.78, -80.19), (32.8, -96.82), (37.24, -121.78), (34.05, -118.26), (41.85, -87.62), (47.61, -122.34)]	369131.6415413314	439021.6599754128	808153.3015167443	-69890.0184340814	0.84
92	[(25.78, -80.19), (33.76, -84.39), (32.8, -96.82), (37.24, -121.78), (34.05, -118.26)]	369131.6415413314	265594.93739729346	634726.5789386248	103536.70414403797	1.39
108	[(25.78, -80.19), (33.76, -84.39), (32.8, -96.82), (39.02, -77.46), (34.05, -118.26)]	369131.6415413314	265594.93739729346	634726.5789386248	103536.70414403797	1.39
116	[(25.78, -80.19), (33.76, -84.39), (37.24, -121.78), (39.02, -77.46), (34.05, -118.26)]	369131.6415413314	265594.93739729346	634726.5789386248	103536.70414403797	1.39
228	[(25.78, -80.19), (33.76, -84.39), (39.02, -77.46), (34.05, -118.26), (41.85, -87.62)]	369131.6415413314	288166.7451081116	657298.3866494431	80964.89643321984	1.28
102	[(25.78, -80.19), (40.74, -74.0), (33.76, -84.39), (39.02, -77.46), (34.05, -118.26)]	369131.6415413314	197879.51426483906	567011.1558061705	171252.12727649236	1.87
86	[(25.78, -80.19), (40.74, -74.0), (33.76, -84.39), (37.24, -121.78), (34.05, -118.26)]	369131.6415413314	197879.51426483906	567011.1558061705	171252.12727649236	1.87
317	[(40.74, -74.0), (33.76, -84.39), (32.8, -96.82), (37.24, -121.78), (39.02, -77.46), (47.61, -122.34)]	369131.6415413314	385977.9118549902	755109.5533963216	-16846.27031365875	0.96
377	[(40.74, -74.0), (32.8, -96.82), (37.24, -121.78), (39.02, -77.46), (34.05, -118.26), (47.61, -122.34)]	369131.6415413314	423973.78816820076	793105.4297095322	-54842.14662686933	0.87
412	[(25.78, -80.19), (33.76, -84.39), (32.8, -96.82), (37.24, -121.78), (41.85, -87.62), (47.61, -122.34)]	369131.6415413314	401025.78366220224	770157.4252035336	-31894.14212087082	0.92
428	[(25.78, -80.19), (33.76, -84.39), (32.8, -96.82), (39.02, -77.46), (41.85, -87.62), (47.61, -122.34)]	369131.6415413314	401025.78366220224	770157.4252035336	-31894.14212087082	0.92
