,pair,Pred
9046,23352-263237,0
9047,23367-23404,1
9048,23367-23473,1
9049,23367-26415,1
9050,23367-26744,1
9051,23367-26827,1
9052,23367-27224,1
9053,23367-27330,1
9054,23367-27446,1
9055,23367-27630,1
9056,23367-28554,1
9057,23367-29791,1
9058,23367-29802,1
9059,23367-29884,1
9060,23367-31800,1
9061,23367-31939,1
9062,23367-32035,1
9063,23367-32098,1
9064,23367-32181,1
9065,23367-32261,1
9066,23367-32425,1
9067,23367-32590,1
9068,23367-32787,1
9069,23367-32934,1
9070,23367-33080,1
9071,23367-33132,1
9072,23367-33353,1
9073,23367-33438,1
9074,23367-33517,1
9075,23367-33570,1
9076,23367-35908,1
9077,23367-36086,1
9078,23367-36236,1
9079,23367-36351,1
9080,23367-36692,1
9081,23367-40511,1
9082,23367-40627,1
9083,23367-40805,1
9084,23367-42473,1
9085,23367-44444,1
9086,23367-46489,1
9087,23367-46562,1
9088,23367-49544,1
9089,23367-53828,1
9090,23367-54113,1
9091,23367-54825,1
9092,23367-54994,1
9093,23367-55219,1
9094,23367-55256,1
9095,23367-57976,1
9096,23367-58453,1
9097,23367-60725,1
9098,23367-62240,1
9099,23367-62597,1
9100,23367-62642,1
9101,23367-62887,1
9102,23367-62955,1
9103,23367-63399,1
9104,23367-63949,1
9105,23367-64049,1
9106,23367-132203,1
9107,23367-199524,1
9108,23367-393950,1
9109,23367-394065,1
9110,23367-394749,1
9111,23367-395662,1
9112,23367-396855,1
9113,23393-29791,1
9114,23393-30132,1
9115,23393-32097,1
9116,23393-32354,1
9117,23393-34927,1
9118,23393-35280,1
9119,23393-36351,1
9120,23393-37468,1
9121,23393-40630,1
9122,23393-42473,1
9123,23393-47147,1
9124,23393-51185,1
9125,23393-53828,1
9126,23393-57695,1
9127,23393-58511,1
9128,23393-199524,1
9129,23393-263237,0
9130,23404-23473,1
9131,23404-27446,1
9132,23404-29791,1
9133,23404-36351,1
9134,23404-53828,1
9135,23404-199524,1
9136,23470-29791,1
9137,23470-36351,1
9138,23470-37468,1
9139,23470-51185,1
9140,23470-53828,1
9141,23470-58511,1
9142,23470-137409,1
9143,23470-199524,1
9144,23470-263237,1
9145,23470-393950,1
9146,23473-25933,1
9147,23473-26827,1
9148,23473-27257,1
9149,23473-29791,1
9150,23473-29802,1
9151,23473-29838,1
9152,23473-31769,1
9153,23473-31950,1
9154,23473-32097,1
9155,23473-32425,1
9156,23473-32934,1
9157,23473-33132,1
9158,23473-35280,1
9159,23473-36086,1
9160,23473-36351,1
9161,23473-36374,1
9162,23473-36692,1
9163,23473-37468,1
9164,23473-38016,1
9165,23473-39386,1
9166,23473-40160,1
9167,23473-40630,1
9168,23473-42473,1
9169,23473-43531,1
9170,23473-43996,1
9171,23473-44444,1
9172,23473-46450,1
9173,23473-46562,1
9174,23473-53828,1
9175,23473-54113,1
9176,23473-58511,1
9177,23473-62240,1
9178,23473-62642,1
9179,23473-62713,1
9180,23473-62887,1
9181,23473-62955,1
9182,23473-63949,1
9183,23473-64049,1
9184,23473-64227,1
9185,23473-199524,1
9186,23473-262589,1
9187,23473-395853,1
9188,23473-396356,1
9189,23520-36351,1
9190,23520-41095,1
9191,23520-199524,1
9192,23520-393950,1
9193,23576-29791,1
9194,23576-32354,1
9195,23576-36351,1
9196,23576-37468,1
9197,23576-41095,1
9198,23576-47147,1
9199,23576-51185,1
9200,23576-58511,1
9201,23576-137409,1
9202,23576-199524,1
9203,23738-29791,0
9204,23738-32097,1
9205,23738-32354,1
9206,23738-35280,1
9207,23738-36351,1
9208,23738-53828,1
9209,23738-58511,1
9210,23764-34927,0
9211,23764-36351,1
9212,23764-37468,1
9213,23764-42473,1
9214,23764-43531,0
9215,23764-47147,1
9216,23764-51185,1
9217,23764-57695,0
9218,23764-58511,1
9219,23764-199524,1
9220,24429-25152,1
9221,24429-29791,0
9222,24429-32354,1
9223,24429-36351,1
9224,24429-37468,1
9225,24429-42473,1
9226,24429-43531,1
9227,24429-47147,1
9228,24429-51185,1
9229,24429-57695,1
9230,24429-58453,0
9231,24429-58511,1
9232,24429-199524,1
9233,24429-263237,0
9234,24753-36351,1
9235,24753-43531,1
9236,24753-58511,1
9237,25152-30081,1
9238,25152-32590,1
9239,25152-32787,0
9240,25152-32934,1
9241,25152-33438,1
9242,25152-36351,1
9243,25152-36692,1
9244,25152-37468,1
9245,25152-43996,1
9246,25152-46489,1
9247,25152-47147,0
9248,25152-51185,1
9249,25152-54113,1
9250,25152-55256,1
9251,25152-57976,1
9252,25152-58511,1
9253,25152-199524,1
9254,25152-393950,1
9255,25152-394354,1
9256,25572-51185,1
9257,25649-29791,1
9258,25649-36351,1
9259,25649-51185,1
9260,25649-53828,1
9261,25649-58511,1
9262,25697-29791,1
9263,25697-36351,1
9264,25697-37468,1
9265,25697-51185,1
9266,25697-137409,1
9267,25697-199524,1
9268,25751-25885,1
9269,25751-27446,1
9270,25751-29791,1
9271,25751-32354,1
9272,25751-36351,1
9273,25751-37468,1
9274,25751-57695,1
9275,25751-58511,1
9276,25751-199524,1
9277,25818-36351,1
9278,25818-40630,1
9279,25818-43531,1
9280,25818-47147,1
9281,25818-51185,1
9282,25818-57695,1
9283,25818-58511,0
9284,25818-199524,1
9285,25885-26496,1
9286,25885-26554,1
9287,25885-26744,1
9288,25885-27446,1
9289,25885-27630,1
9290,25885-29748,1
9291,25885-31800,1
9292,25885-32098,0
9293,25885-32425,1
9294,25885-32590,1
9295,25885-32787,1
9296,25885-32934,1
9297,25885-33597,1
9298,25885-36351,1
9299,25885-36692,1
9300,25885-40428,1
9301,25885-40627,1
9302,25885-43531,1
9303,25885-43996,1
9304,25885-45102,1
9305,25885-46489,1
9306,25885-46786,1
9307,25885-51185,1
9308,25885-57976,1
9309,25885-62887,1
9310,25885-62955,1
9311,25885-64208,1
9312,25885-64213,1
9313,25885-132203,1
9314,25885-393225,1
9315,25899-29791,1
9316,25899-32354,1
9317,25899-36351,1
9318,25899-53828,1
9319,25933-26592,1
9320,25933-29791,1
9321,25933-32097,1
9322,25933-35280,1
9323,25933-36351,1
9324,25933-37468,1
9325,25933-40630,1
9326,25933-42473,1
9327,25933-47147,1
9328,25933-51185,1
9329,25933-57695,1
9330,25933-58511,1
9331,25933-137409,1
9332,25933-199524,1
9333,25933-263237,1
9334,26038-29791,1
9335,26038-32097,1
9336,26038-32354,1
9337,26038-35280,1
9338,26038-36351,1
9339,26038-53828,1
9340,26038-58511,1
9341,26156-32354,1
9342,26156-36351,1
9343,26156-58511,1
9344,26156-398493,1
9345,26415-27446,1
9346,26415-32354,1
9347,26415-36351,1
9348,26415-37468,1
9349,26415-42473,1
9350,26415-46450,1
9351,26415-51185,1
9352,26415-53828,1
9353,26415-57695,1
9354,26415-58511,1
9355,26415-199524,1
9356,26415-398493,1
9357,26446-32354,1
9358,26446-36351,1
9359,26446-58511,1
9360,26459-27446,1
9361,26459-29791,1
9362,26459-32354,1
9363,26459-36351,1
9364,26459-37468,1
9365,26459-51185,1
9366,26459-53828,1
9367,26459-57695,1
9368,26459-58511,1
9369,26459-137409,1
9370,26459-199524,1
9371,26496-35280,1
9372,26496-36351,1
9373,26496-37468,1
9374,26548-29791,1
9375,26548-32354,1
9376,26548-36351,1
9377,26548-46450,1
9378,26548-53828,1
9379,26548-58511,1
9380,26554-27446,1
9381,26554-36351,1
9382,26554-53292,1
9383,26554-53828,1
9384,26554-199524,1
9385,26592-32934,1
9386,26592-33438,1
9387,26592-36692,1
9388,26592-51185,1
9389,26744-27446,1
9390,26744-36351,1
9391,26744-51185,1
9392,26744-53828,1
9393,26744-199524,1
9394,26744-263237,1
9395,26801-36351,1
9396,26803-29791,1
9397,26803-32354,1
9398,26803-36351,1
9399,26803-51185,1
9400,26803-53828,1
9401,26803-58511,1
9402,26803-199524,1
9403,26827-27446,1
9404,26827-29791,0
9405,26827-29802,1
9406,26827-35280,1
9407,26827-36351,1
9408,26827-37468,1
9409,26827-53828,1
9410,26827-57695,1
9411,26827-199524,1
9412,26838-29791,1
9413,26838-36351,1
9414,26838-53828,1
9415,26838-58453,1
9416,26935-29791,1
9417,26935-32097,1
9418,26935-32354,1
9419,26935-36351,1
9420,26935-53828,1
9421,26935-58511,1
9422,26978-29748,1
9423,26978-40630,1
9424,27257-32097,1
9425,27257-35280,1
9426,27257-36351,1
9427,27257-40630,1
9428,27257-46450,0
9429,27257-53828,1
9430,27257-199524,1
9431,27281-27446,1
9432,27281-29791,1
9433,27281-32354,1
9434,27281-36351,1
9435,27281-37468,1
9436,27281-47147,1
9437,27281-51185,1
9438,27281-53828,1
9439,27281-57695,1
9440,27281-58511,1
9441,27281-199524,1
9442,27299-36351,1
9443,27321-32354,1
9444,27321-398493,1
9445,27381-29791,1
9446,27381-36351,1
9447,27400-32354,1
9448,27400-36351,1
9449,27400-53828,1
9450,27400-58511,1
9451,27446-27630,1
9452,27446-29791,1
9453,27446-29838,1
9454,27446-29933,1
9455,27446-30081,1
9456,27446-30517,1
9457,27446-32035,1
9458,27446-32098,1
9459,27446-32133,1
9460,27446-32181,1
9461,27446-32244,1
9462,27446-32425,0
9463,27446-32934,1
9464,27446-33080,1
9465,27446-33132,1
9466,27446-33353,1
9467,27446-33438,1
9468,27446-33445,1
9469,27446-33616,1
9470,27446-35280,1
9471,27446-36086,1
9472,27446-36236,1
9473,27446-36351,1
9474,27446-36692,1
9475,27446-37468,1
9476,27446-39386,1
9477,27446-40217,1
9478,27446-40428,1
9479,27446-40676,1
9480,27446-42473,1
9481,27446-43531,1
9482,27446-44444,1
9483,27446-46786,1
9484,27446-49544,1
9485,27446-53828,1
9486,27446-54113,1
9487,27446-54825,1
9488,27446-54994,1
9489,27446-57695,1
9490,27446-57976,1
9491,27446-59865,1
9492,27446-62240,1
9493,27446-62642,1
9494,27446-62713,1
9495,27446-62715,1
9496,27446-62856,1
9497,27446-62887,1
9498,27446-62955,1
9499,27446-63242,1
9500,27446-63440,1
9501,27446-63949,1
9502,27446-64208,1
9503,27446-132203,1
9504,27446-199524,1
9505,27446-262589,1
9506,27446-393565,1
9507,27446-393950,1
9508,27446-394749,1
9509,27446-395354,1
9510,27446-396855,1
9511,27446-398465,1
9512,27552-29791,1
9513,27552-36351,1
9514,27552-46450,1
9515,27566-29791,1
9516,27566-137409,1
9517,27566-199524,1
9518,27611-199524,1
9519,27630-29791,1
9520,27630-36351,1
9521,27630-37468,1
9522,27630-43531,1
9523,27630-46450,1
9524,27630-51185,1
9525,27630-53828,1
9526,27630-57695,1
9527,27630-58511,1
9528,27630-131477,1
9529,27630-137409,1
9530,27630-199524,1
9531,27647-29791,1
9532,27647-32354,1
9533,27647-36351,1
9534,27647-51185,1
9535,27647-53828,1
9536,27647-58511,1
9537,27647-199524,1
9538,27647-398493,1
9539,27822-36351,1
9540,27822-37468,1
9541,27822-41095,1
9542,27822-43531,1
9543,27822-51185,1
9544,27822-58511,1
9545,27822-199524,1
9546,28554-32354,1
9547,28554-36351,1
9548,28554-58511,1
9549,28554-199524,1
9550,29748-57695,1
9551,29791-29802,1
9552,29791-29838,1
9553,29791-29884,1
9554,29791-29933,1
9555,29791-29990,1
9556,29791-30041,1
9557,29791-30076,1
9558,29791-30103,0
9559,29791-30340,0
9560,29791-30517,1
9561,29791-30600,1
9562,29791-31857,1
9563,29791-31950,1
9564,29791-32035,1
9565,29791-32098,1
9566,29791-32133,1
9567,29791-32181,1
9568,29791-32212,1
9569,29791-32217,1
9570,29791-32244,0
9571,29791-32261,1
9572,29791-32354,1
9573,29791-32425,1
9574,29791-32590,1
9575,29791-32748,0
9576,29791-32787,1
9577,29791-32806,0
9578,29791-32934,1
9579,29791-33011,1
9580,29791-33083,1
9581,29791-33353,1
9582,29791-33438,1
9583,29791-33483,1
9584,29791-33517,1
9585,29791-33616,1
9586,29791-34309,1
9587,29791-34927,1
9588,29791-35280,1
9589,29791-35908,1
9590,29791-36062,1
9591,29791-36086,1
9592,29791-36236,1
9593,29791-36351,1
9594,29791-36374,1
9595,29791-36692,0
9596,29791-36734,1
9597,29791-37468,1
9598,29791-39386,1
9599,29791-40065,0
9600,29791-40244,1
9601,29791-40511,1
9602,29791-40627,1
9603,29791-40630,1
9604,29791-40676,1
9605,29791-41095,1
9606,29791-41378,0
9607,29791-41690,1
9608,29791-42473,1
9609,29791-43531,1
9610,29791-44444,1
9611,29791-45102,1
9612,29791-45474,1
9613,29791-46375,1
9614,29791-46450,1
9615,29791-46562,1
9616,29791-46997,1
9617,29791-47869,1
9618,29791-49544,1
9619,29791-50154,1
9620,29791-50245,1
9621,29791-51185,1
9622,29791-53334,1
9623,29791-53340,1
9624,29791-53597,1
9625,29791-53667,0
9626,29791-53828,1
9627,29791-54113,1
9628,29791-54527,0
9629,29791-54588,1
9630,29791-54600,0
9631,29791-54825,1
9632,29791-54994,0
9633,29791-55039,1
9634,29791-55081,1
9635,29791-55219,0
9636,29791-55256,1
9637,29791-57695,1
9638,29791-57976,0
9639,29791-58511,1
9640,29791-59865,1
9641,29791-60725,0
9642,29791-62217,1
9643,29791-62240,1
9644,29791-62642,1
9645,29791-62713,1
9646,29791-62715,0
9647,29791-62856,1
9648,29791-62904,1
9649,29791-63023,1
9650,29791-63242,1
9651,29791-63399,1
9652,29791-63452,1
9653,29791-63949,1
9654,29791-64050,0
9655,29791-64200,0
9656,29791-131477,0
9657,29791-132203,0
9658,29791-135354,1
9659,29791-137409,0
9660,29791-138576,0
9661,29791-199524,1
9662,29791-199610,0
9663,29791-203724,1
9664,29791-262287,0
9665,29791-262589,1
9666,29791-266925,1
9667,29791-393565,1
9668,29791-394018,0
9669,29791-394065,1
9670,29791-394625,1
9671,29791-395354,1
9672,29791-395662,1
9673,29791-396158,0
9674,29791-396356,0
9675,29791-396914,1
9676,29791-396919,1
9677,29791-396986,1
9678,29791-398465,1
9679,29802-29838,1
9680,29802-32097,1
9681,29802-32354,1
9682,29802-32934,1
9683,29802-35280,1
9684,29802-36351,1
9685,29802-37468,1
9686,29802-40630,1
9687,29802-47147,1
9688,29802-51185,1
9689,29802-53828,1
9690,29802-58511,1
9691,29802-62887,1
9692,29802-62904,1
9693,29802-137409,1
9694,29802-199524,1
9695,29802-263237,0
9696,29838-32097,0
9697,29838-32354,1
9698,29838-34927,1
9699,29838-35280,1
9700,29838-36351,1
9701,29838-37468,1
9702,29838-40630,1
9703,29838-43531,1
9704,29838-46450,1
9705,29838-47147,1
9706,29838-51185,1
9707,29838-53828,1
9708,29838-57695,0
9709,29838-58511,1
9710,29838-131477,0
9711,29838-137409,0
9712,29838-199524,1
9713,29838-263237,0
9714,29838-393950,1
9715,29852-36351,1
9716,29852-40630,1
9717,29852-199524,1
9718,29884-36351,1
9719,29884-53828,1
9720,29933-32097,1
9721,29933-32354,1
9722,29933-36351,1
9723,29933-37468,1
9724,29933-51185,1
9725,29933-53828,1
9726,29933-57695,1
9727,29933-58511,1
9728,29933-131477,1
9729,29933-199524,1
9730,29962-398493,1
9731,29990-36351,1
9732,29990-46450,1
9733,29990-137409,1
9734,30041-32354,1
9735,30041-51185,1
9736,30041-53828,1
9737,30041-58511,1
9738,30041-398493,1
9739,30071-58511,1
9740,30071-199524,1
9741,30076-32354,1
9742,30076-36351,1
9743,30076-53828,1
9744,30076-58511,1
9745,30081-32354,1
9746,30081-36351,1
9747,30081-37468,1
9748,30081-40630,1
9749,30081-42473,1
9750,30081-43531,1
9751,30081-47147,1
9752,30081-51185,1
9753,30081-53828,1
9754,30081-57695,1
9755,30081-58511,1
9756,30081-199524,1
9757,30081-263237,0
9758,30103-36351,1
9759,30103-37468,1
9760,30103-47147,1
9761,30103-51185,1
9762,30103-53828,1
9763,30103-58511,1
9764,30103-199524,1
9765,30132-32787,1
9766,30132-32934,1
9767,30132-33438,1
9768,30132-34309,1
9769,30132-34927,1
9770,30132-35280,1
9771,30132-36351,1
9772,30132-37468,1
9773,30132-39386,0
9774,30132-43531,1
9775,30132-43996,1
9776,30132-45102,1
9777,30132-45474,0
9778,30132-47147,1
9779,30132-49544,1
9780,30132-50245,1
9781,30132-51185,1
9782,30132-55256,1
9783,30132-57976,1
9784,30132-58511,1
9785,30132-62955,1
9786,30132-64049,1
9787,30132-64050,1
9788,30132-199524,1
9789,30132-201971,1
9790,30132-202053,1
9791,30132-262589,1
9792,30340-31857,0
9793,30340-32354,1
9794,30340-36351,1
9795,30340-53828,1
9796,30340-58511,1
9797,30419-36351,1
9798,30419-37468,1
9799,30419-43531,1
9800,30419-47147,1
9801,30419-51185,1
9802,30419-58511,1
9803,30496-32097,1
9804,30496-36351,1
9805,30496-40630,1
9806,30517-36351,1
9807,30517-37468,1
9808,30517-53828,1
9809,30517-57695,1
9810,30517-199524,1
9811,31216-34927,1
9812,31216-35280,1
9813,31216-36351,1
9814,31216-37468,1
9815,31216-41095,1
9816,31216-42473,1
9817,31216-47147,1
9818,31216-51185,1
9819,31216-57695,1
9820,31216-58511,1
9821,31216-199524,1
9822,31769-36351,1
9823,31769-46450,1
9824,31769-199524,1
9825,31800-32354,1
9826,31800-36351,1
9827,31800-37468,1
9828,31800-53828,1
9829,31800-57695,1
9830,31800-58511,1
9831,31800-199524,1
9832,31857-32097,1
9833,31857-32354,1
9834,31857-36351,1
9835,31857-53828,1
9836,31857-58511,1
9837,31898-36351,1
9838,31898-37468,1
9839,31898-42473,1
9840,31898-43531,1
9841,31898-47147,1
9842,31898-51185,1
9843,31898-57695,1
9844,31898-58511,1
9845,31898-199524,1
9846,31898-263237,0
9847,31939-53828,1
9848,31939-199524,1
9849,31939-393950,1
9850,31950-36351,1
9851,31950-37468,1
9852,31950-40630,1
9853,31950-51185,1
9854,31950-137409,1
9855,31950-199524,1
9856,32035-32354,1
9857,32035-36351,1
9858,32035-40630,1
9859,32035-51185,1
9860,32035-53828,1
9861,32035-58511,1
9862,32035-199524,1
9863,32035-398493,1
9864,32097-32217,1
9865,32097-32354,1
9866,32097-32934,1
9867,32097-33362,1
9868,32097-33445,1
9869,32097-34553,0
9870,32097-35280,1
9871,32097-35847,1
9872,32097-36086,1
9873,32097-36351,1
9874,32097-36374,1
9875,32097-36584,1
9876,32097-37468,1
9877,32097-39386,0
9878,32097-40065,1
9879,32097-40630,1
9880,32097-40788,1
9881,32097-40805,0
9882,32097-41378,0
9883,32097-43531,1
9884,32097-43996,1
9885,32097-46475,1
9886,32097-46489,1
9887,32097-47096,1
9888,32097-49544,1
9889,32097-53340,1
9890,32097-53597,1
9891,32097-53828,1
9892,32097-54527,1
9893,32097-54825,1
9894,32097-55039,1
9895,32097-57976,1
9896,32097-58511,1
9897,32097-62240,1
9898,32097-62668,1
9899,32097-62887,1
9900,32097-62943,1
9901,32097-62955,1
9902,32097-63949,1
9903,32097-64049,1
9904,32097-64260,0
9905,32097-199524,1
9906,32097-199610,1
9907,32097-208188,0
9908,32097-262589,1
9909,32097-395502,0
9910,32097-395662,1
9911,32097-396097,1
9912,32097-397326,1
9913,32097-398493,1
9914,32098-36351,1
9915,32098-37468,1
9916,32098-41095,1
9917,32098-42473,1
9918,32098-46450,1
9919,32098-51185,1
9920,32098-53828,1
9921,32098-57695,1
9922,32098-58453,1
9923,32098-58511,1
9924,32098-199524,1
9925,32098-263237,0
9926,32098-393950,0
9927,32133-32354,1
9928,32133-36351,1
9929,32133-37468,1
9930,32133-51185,1
9931,32133-53828,1
9932,32133-57695,1
9933,32133-58511,1
9934,32133-199524,1
9935,32181-36351,1
9936,32181-37468,1
9937,32181-53828,1
9938,32181-57695,1
9939,32181-199524,1
9940,32212-32354,1
9941,32212-36351,1
9942,32212-53828,1
9943,32212-58511,1
9944,32217-36351,1
9945,32217-46450,1
9946,32217-53828,1
9947,32217-199524,1
9948,32244-36351,1
9949,32244-37468,1
9950,32244-40630,1
9951,32244-53828,1
9952,32244-57695,1
9953,32244-199524,1
9954,32261-36351,1
9955,32261-37468,1
9956,32261-42473,1
9957,32261-43531,1
9958,32261-47147,1
9959,32261-51185,1
9960,32261-53828,1
9961,32261-57695,1
9962,32261-58511,1
9963,32261-137409,0
9964,32261-199524,1
9965,32261-263237,0
9966,32354-32590,1
9967,32354-32621,1
9968,32354-32787,1
9969,32354-32934,1
9970,32354-33011,1
9971,32354-33353,1
9972,32354-33362,1
9973,32354-33438,1
9974,32354-33445,1
9975,32354-33517,1
9976,32354-33548,1
9977,32354-34553,1
9978,32354-35280,1
9979,32354-36086,1
9980,32354-36236,1
9981,32354-36351,1
9982,32354-36374,1
9983,32354-36584,1
9984,32354-36692,1
9985,32354-36734,1
9986,32354-39386,1
9987,32354-40065,1
9988,32354-40511,1
9989,32354-40627,1
9990,32354-40630,1
9991,32354-40805,1
9992,32354-40913,1
9993,32354-41378,1
9994,32354-43531,1
9995,32354-43996,1
9996,32354-44444,1
9997,32354-45102,1
9998,32354-45474,1
9999,32354-46131,1
10000,32354-46375,1
10001,32354-46450,1
10002,32354-46489,1
10003,32354-46562,1
10004,32354-46886,1
10005,32354-46997,1
10006,32354-47096,1
10007,32354-49544,1
10008,32354-50154,1
10009,32354-50245,1
10010,32354-53334,1
10011,32354-53340,1
10012,32354-53597,1
10013,32354-53828,1
10014,32354-54113,1
10015,32354-54527,1
10016,32354-54588,1
10017,32354-54600,1
10018,32354-54825,1
10019,32354-54994,1
10020,32354-55039,1
10021,32354-55256,1
10022,32354-57695,1
10023,32354-57976,1
10024,32354-58511,1
10025,32354-62642,1
10026,32354-62708,1
10027,32354-62713,1
10028,32354-62715,1
10029,32354-62856,1
10030,32354-62887,1
10031,32354-62955,1
10032,32354-63399,1
10033,32354-63440,1
10034,32354-63949,1
10035,32354-64050,1
10036,32354-64208,1
10037,32354-64227,1
10038,32354-64238,1
10039,32354-131477,1
10040,32354-132203,1
10041,32354-135354,1
10042,32354-138576,1
10043,32354-199524,1
10044,32354-208188,1
10045,32354-394018,1
10046,32354-394065,1
10047,32354-396097,1
10048,32354-396388,1
10049,32354-396914,1
10050,32354-396919,1
10051,32354-397326,1
10052,32354-398493,1
10053,32415-36351,1
10054,32415-37468,1
10055,32415-51185,1
10056,32415-199524,1
10057,32415-263237,1
10058,32415-393950,1
10059,32425-36351,1
10060,32425-37468,1
10061,32425-40630,1
10062,32425-57695,1
10063,32425-199524,1
10064,32590-36351,1
10065,32590-37468,1
10066,32590-42473,1
10067,32590-43531,1
10068,32590-46450,1
10069,32590-47147,1
10070,32590-51185,1
10071,32590-53828,1
10072,32590-57695,1
10073,32590-58511,1
10074,32590-137409,1
10075,32590-199524,1
10076,32590-263237,1
10077,32621-36351,1
10078,32621-58511,1
10079,32621-398493,1
10080,32703-36351,1
10081,32748-35280,1
10082,32748-36351,1
10083,32748-41095,1
10084,32748-53828,1
10085,32748-137409,1
10086,32748-199524,1
10087,32787-35280,1
10088,32787-37468,1
10089,32787-41095,1
10090,32787-42473,1
10091,32787-43531,1
10092,32787-46450,1
10093,32787-47147,1
10094,32787-51185,1
10095,32787-53828,1
10096,32787-57695,1
10097,32787-58511,1
10098,32787-62240,1
10099,32787-137409,0
10100,32787-199524,1
10101,32787-263237,0
10102,32787-393950,1
10103,32806-137409,1
10104,32806-199524,1
10105,32934-34553,1
10106,32934-34927,1
10107,32934-35280,1
10108,32934-36351,1
10109,32934-37468,1
10110,32934-40630,1
10111,32934-41095,1
10112,32934-42473,1
10113,32934-46450,1
10114,32934-47147,1
10115,32934-51185,1
10116,32934-53828,1
10117,32934-57695,1
