,pair,Pred
7774,16552-19551,1
7775,16552-19653,1
7776,16552-19750,1
7777,16552-20021,1
7778,16552-20144,1
7779,16552-20326,1
7780,16552-20340,1
7781,16552-20473,1
7782,16552-20860,1
7783,16552-20940,1
7784,16552-21859,1
7785,16552-21949,1
7786,16552-22616,1
7787,16552-22697,1
7788,16552-22822,1
7789,16552-22925,1
7790,16552-23028,1
7791,16552-23367,1
7792,16552-23393,1
7793,16552-23473,1
7794,16552-23576,1
7795,16552-23764,1
7796,16552-24429,1
7797,16552-25152,1
7798,16552-25751,1
7799,16552-25818,1
7800,16552-25885,1
7801,16552-26415,1
7802,16552-26459,1
7803,16552-26827,1
7804,16552-27281,1
7805,16552-27446,1
7806,16552-27630,1
7807,16552-27822,1
7808,16552-29791,1
7809,16552-29838,1
7810,16552-29933,1
7811,16552-30081,1
7812,16552-30103,1
7813,16552-30517,1
7814,16552-31216,1
7815,16552-31800,1
7816,16552-31898,1
7817,16552-32133,1
7818,16552-32181,1
7819,16552-32244,1
7820,16552-32261,1
7821,16552-32354,1
7822,16552-32425,1
7823,16552-32590,1
7824,16552-32787,1
7825,16552-32934,1
7826,16552-33182,1
7827,16552-33353,1
7828,16552-33438,1
7829,16552-33445,1
7830,16552-33517,1
7831,16552-33616,1
7832,16552-34309,1
7833,16552-34927,1
7834,16552-35280,1
7835,16552-36062,1
7836,16552-36236,1
7837,16552-36351,1
7838,16552-36692,1
7839,16552-37468,1
7840,16552-39386,1
7841,16552-40217,1
7842,16552-40627,1
7843,16552-40630,1
7844,16552-40676,1
7845,16552-41095,1
7846,16552-41690,1
7847,16552-42473,1
7848,16552-43531,1
7849,16552-43996,1
7850,16552-44356,1
7851,16552-44444,1
7852,16552-45102,1
7853,16552-45474,1
7854,16552-46489,1
7855,16552-46786,1
7856,16552-47147,1
7857,16552-47869,1
7858,16552-49544,1
7859,16552-51185,1
7860,16552-53334,1
7861,16552-53813,1
7862,16552-53828,1
7863,16552-54113,1
7864,16552-54825,1
7865,16552-54994,1
7866,16552-55195,1
7867,16552-55256,1
7868,16552-55967,1
7869,16552-57695,1
7870,16552-57976,1
7871,16552-58453,1
7872,16552-58511,1
7873,16552-59865,1
7874,16552-60068,1
7875,16552-61317,1
7876,16552-62044,1
7877,16552-62217,1
7878,16552-62240,1
7879,16552-62597,1
7880,16552-62713,1
7881,16552-62715,1
7882,16552-62856,1
7883,16552-62887,1
7884,16552-62955,1
7885,16552-63199,1
7886,16552-63242,1
7887,16552-63399,1
7888,16552-63440,1
7889,16552-63949,1
7890,16552-64049,1
7891,16552-64050,1
7892,16552-64208,1
7893,16552-64213,1
7894,16552-132203,1
7895,16552-134187,1
7896,16552-135354,1
7897,16552-137409,1
7898,16552-138699,1
7899,16552-197981,1
7900,16552-199524,1
7901,16552-199610,1
7902,16552-201971,1
7903,16552-202053,1
7904,16552-205272,1
7905,16552-213122,1
7906,16552-262589,1
7907,16552-393565,1
7908,16552-393950,1
7909,16552-394749,1
7910,16552-395354,1
7911,16552-398465,1
7912,16553-22356,1
7913,16553-36351,1
7914,16553-37468,1
7915,16553-51185,1
7916,16553-199524,1
7917,16553-263237,1
7918,16553-393950,1
7919,16591-18106,1
7920,16591-19151,1
7921,16591-23367,1
7922,16591-27446,1
7923,16591-32097,1
7924,16591-36351,1
7925,16591-41095,1
7926,16591-51185,1
7927,16591-53828,1
7928,16591-58511,1
7929,16591-199524,1
7930,16713-18106,1
7931,16713-19653,1
7932,16713-29791,1
7933,16713-32097,1
7934,16713-32354,1
7935,16713-36351,1
7936,16713-53828,1
7937,16713-58511,1
7938,16740-19653,1
7939,16740-23367,1
7940,16740-32354,1
7941,16740-36351,1
7942,16740-37468,1
7943,16740-51185,1
7944,16740-53828,1
7945,16740-57695,1
7946,16740-58511,1
7947,16740-199524,1
7948,16740-263237,1
7949,16740-393950,1
7950,16851-23473,1
7951,17012-58511,1
7952,17054-19151,1
7953,17054-25885,1
7954,17054-36351,1
7955,17054-53828,1
7956,17072-23367,1
7957,17072-29791,1
7958,17072-32354,1
7959,17072-36351,1
7960,17072-37468,1
7961,17072-51185,1
7962,17072-53828,1
7963,17072-58453,1
7964,17072-58511,1
7965,17072-199524,1
7966,17072-263237,1
7967,17072-393950,1
7968,17113-18106,1
7969,17113-19151,1
7970,17113-23473,1
7971,17113-29791,1
7972,17113-32097,1
7973,17113-35280,1
7974,17113-36351,1
7975,17113-37468,1
7976,17113-40630,1
7977,17113-51185,1
7978,17113-137409,1
7979,17113-199524,1
7980,17117-19653,1
7981,17117-23367,1
7982,17117-32097,1
7983,17117-32354,1
7984,17117-36351,1
7985,17117-37468,1
7986,17117-51185,1
7987,17117-58511,1
7988,17117-263237,0
7989,17117-393950,1
7990,17117-398493,1
7991,17306-19653,1
7992,17306-23367,1
7993,17306-29791,1
7994,17306-36351,1
7995,17306-53828,1
7996,17378-18106,1
7997,17378-19151,1
7998,17378-23473,1
7999,17378-29791,1
8000,17378-32097,1
8001,17378-36351,1
8002,17378-37468,1
8003,17378-40630,1
8004,17378-51185,1
8005,17378-137409,1
8006,17378-199524,1
8007,17676-18106,1
8008,17676-36351,1
8009,17676-41095,1
8010,17676-199524,1
8011,17978-18106,1
8012,17978-19653,1
8013,17978-27446,1
8014,17978-29791,1
8015,17978-36351,1
8016,17978-37468,1
8017,17978-43531,1
8018,17978-51185,1
8019,17978-57695,1
8020,17978-58453,0
8021,17978-58511,1
8022,17978-199524,1
8023,17984-18106,0
8024,17984-58511,0
8025,18106-18119,1
8026,18106-18450,1
8027,18106-18530,1
8028,18106-18978,1
8029,18106-19108,1
8030,18106-19151,1
8031,18106-19165,1
8032,18106-19186,1
8033,18106-19551,1
8034,18106-19653,1
8035,18106-19679,1
8036,18106-19740,1
8037,18106-19754,1
8038,18106-19969,1
8039,18106-20055,1
8040,18106-20119,1
8041,18106-20473,1
8042,18106-20940,1
8043,18106-21709,1
8044,18106-21859,1
8045,18106-21928,1
8046,18106-21947,1
8047,18106-21949,1
8048,18106-22302,1
8049,18106-22356,1
8050,18106-22616,1
8051,18106-22691,1
8052,18106-22697,1
8053,18106-22702,1
8054,18106-22822,1
8055,18106-22995,1
8056,18106-23033,1
8057,18106-23393,1
8058,18106-23470,1
8059,18106-23473,1
8060,18106-23576,1
8061,18106-23738,1
8062,18106-23764,1
8063,18106-24429,1
8064,18106-25649,1
8065,18106-25697,1
8066,18106-25751,1
8067,18106-25885,1
8068,18106-25899,1
8069,18106-25933,1
8070,18106-26038,1
8071,18106-26156,1
8072,18106-26446,1
8073,18106-26459,1
8074,18106-26496,1
8075,18106-26548,1
8076,18106-26935,1
8077,18106-27281,1
8078,18106-27400,1
8079,18106-27630,1
8080,18106-27647,1
8081,18106-29791,0
8082,18106-29802,1
8083,18106-29838,1
8084,18106-29933,1
8085,18106-30041,1
8086,18106-30076,1
8087,18106-30081,1
8088,18106-30103,1
8089,18106-30340,1
8090,18106-30419,1
8091,18106-31800,1
8092,18106-31857,1
8093,18106-31950,1
8094,18106-32035,1
8095,18106-32097,1
8096,18106-32098,1
8097,18106-32133,1
8098,18106-32212,1
8099,18106-32261,1
8100,18106-32354,1
8101,18106-32590,1
8102,18106-32621,1
8103,18106-32787,1
8104,18106-32934,1
8105,18106-33011,1
8106,18106-33353,1
8107,18106-33362,1
8108,18106-33438,1
8109,18106-33517,1
8110,18106-34309,1
8111,18106-34553,1
8112,18106-35280,1
8113,18106-35908,1
8114,18106-36062,1
8115,18106-36086,1
8116,18106-36236,1
8117,18106-36351,1
8118,18106-36374,1
8119,18106-36584,1
8120,18106-36692,1
8121,18106-37468,1
8122,18106-39386,1
8123,18106-39572,1
8124,18106-40065,1
8125,18106-40244,1
8126,18106-40511,1
8127,18106-40528,1
8128,18106-40627,1
8129,18106-40676,1
8130,18106-40788,1
8131,18106-40805,1
8132,18106-41095,1
8133,18106-41378,1
8134,18106-41690,1
8135,18106-42473,1
8136,18106-43531,0
8137,18106-43996,1
8138,18106-44356,1
8139,18106-44444,1
8140,18106-45102,1
8141,18106-45187,1
8142,18106-45474,1
8143,18106-46131,1
8144,18106-46416,1
8145,18106-46450,1
8146,18106-46489,1
8147,18106-46562,1
8148,18106-46786,1
8149,18106-46997,1
8150,18106-47096,1
8151,18106-47869,1
8152,18106-49544,1
8153,18106-50245,1
8154,18106-51185,1
8155,18106-53334,1
8156,18106-53340,1
8157,18106-53591,1
8158,18106-53597,1
8159,18106-53667,1
8160,18106-53813,1
8161,18106-53828,1
8162,18106-53948,1
8163,18106-54113,1
8164,18106-54527,1
8165,18106-54825,1
8166,18106-54994,1
8167,18106-55039,1
8168,18106-55081,1
8169,18106-55195,1
8170,18106-55256,0
8171,18106-55967,1
8172,18106-57695,0
8173,18106-57976,0
8174,18106-58453,1
8175,18106-58511,1
8176,18106-59865,1
8177,18106-60068,1
8178,18106-62217,1
8179,18106-62240,1
8180,18106-62597,1
8181,18106-62642,1
8182,18106-62708,1
8183,18106-62715,1
8184,18106-62856,1
8185,18106-62887,1
8186,18106-62904,1
8187,18106-62955,1
8188,18106-63023,1
8189,18106-63199,1
8190,18106-63399,1
8191,18106-63440,1
8192,18106-63452,1
8193,18106-63949,1
8194,18106-64049,1
8195,18106-64050,1
8196,18106-64200,0
8197,18106-64227,1
8198,18106-131477,1
8199,18106-132203,1
8200,18106-137409,1
8201,18106-199524,1
8202,18106-199610,1
8203,18106-202053,1
8204,18106-203724,1
8205,18106-205272,1
8206,18106-208188,1
8207,18106-266925,1
8208,18106-393950,1
8209,18106-394018,1
8210,18106-394065,1
8211,18106-395354,1
8212,18106-396097,1
8213,18106-396356,1
8214,18106-396388,1
8215,18106-396914,1
8216,18106-396986,1
8217,18106-397326,1
8218,18119-19151,1
8219,18119-36351,1
8220,18119-37468,1
8221,18119-51185,1
8222,18119-53828,1
8223,18119-58511,1
8224,18119-137409,1
8225,18119-199524,1
8226,18450-23367,1
8227,18450-29791,1
8228,18450-36351,1
8229,18450-51185,1
8230,18450-53828,1
8231,18450-58511,1
8232,18450-131477,1
8233,18530-19653,1
8234,18530-29791,0
8235,18530-32097,1
8236,18530-32354,1
8237,18530-35280,1
8238,18530-36351,1
8239,18530-53828,1
8240,18530-58511,1
8241,18568-19653,1
8242,18568-27446,1
8243,18568-32354,1
8244,18568-37468,1
8245,18568-57695,1
8246,18568-58511,1
8247,18568-199524,1
8248,18615-32097,1
8249,18615-36351,1
8250,18615-40630,1
8251,18734-19151,1
8252,18734-19332,0
8253,18734-23367,1
8254,18734-23473,1
8255,18734-27446,1
8256,18734-29791,1
8257,18734-36351,1
8258,18734-53828,1
8259,18734-199524,1
8260,18779-32354,1
8261,18779-35280,1
8262,18779-36351,1
8263,18779-58511,1
8264,18779-199524,1
8265,18966-36351,1
8266,18966-199524,1
8267,18978-19151,1
8268,18978-29791,1
8269,18978-36351,1
8270,18978-51185,1
8271,18978-53828,1
8272,18978-58453,1
8273,18978-58511,1
8274,18978-131477,1
8275,18978-199524,1
8276,18978-263237,1
8277,19009-19653,1
8278,19009-20205,1
8279,19009-27446,1
8280,19009-29791,1
8281,19009-35280,1
8282,19009-36351,1
8283,19009-37468,1
8284,19009-57695,1
8285,19009-199524,1
8286,19108-19151,1
8287,19108-23367,1
8288,19108-29791,1
8289,19108-36351,1
8290,19108-41095,1
8291,19108-53828,1
8292,19108-58511,1
8293,19108-199524,1
8294,19151-19318,1
8295,19151-19531,1
8296,19151-19653,1
8297,19151-19679,1
8298,19151-19740,1
8299,19151-19754,1
8300,19151-20115,1
8301,19151-20326,1
8302,19151-20473,1
8303,19151-20940,1
8304,19151-21859,1
8305,19151-21928,1
8306,19151-21949,1
8307,19151-22356,1
8308,19151-22616,1
8309,19151-22691,1
8310,19151-22697,1
8311,19151-22822,1
8312,19151-22995,1
8313,19151-23367,1
8314,19151-23393,1
8315,19151-23470,1
8316,19151-23473,1
8317,19151-25751,1
8318,19151-25885,1
8319,19151-25933,1
8320,19151-26415,1
8321,19151-26496,1
8322,19151-26554,1
8323,19151-27257,1
8324,19151-27364,1
8325,19151-27446,1
8326,19151-27552,1
8327,19151-27630,1
8328,19151-29748,1
8329,19151-29791,1
8330,19151-29802,1
8331,19151-29838,1
8332,19151-30081,1
8333,19151-30419,1
8334,19151-30640,1
8335,19151-31800,1
8336,19151-32035,1
8337,19151-32098,1
8338,19151-32217,1
8339,19151-32244,1
8340,19151-32354,1
8341,19151-32425,1
8342,19151-32590,1
8343,19151-32748,1
8344,19151-32787,1
8345,19151-32899,1
8346,19151-32934,1
8347,19151-33071,1
8348,19151-33132,1
8349,19151-33182,1
8350,19151-33353,1
8351,19151-33438,1
8352,19151-33445,1
8353,19151-33483,1
8354,19151-33517,1
8355,19151-33597,1
8356,19151-33724,1
8357,19151-34309,1
8358,19151-35788,1
8359,19151-35908,1
8360,19151-36086,1
8361,19151-36236,1
8362,19151-36351,1
8363,19151-36692,1
8364,19151-36734,1
8365,19151-37468,1
8366,19151-40428,1
8367,19151-40511,1
8368,19151-40528,1
8369,19151-40788,1
8370,19151-40805,1
8371,19151-41095,1
8372,19151-42473,1
8373,19151-43531,1
8374,19151-44444,1
8375,19151-45474,1
8376,19151-46375,1
8377,19151-46450,1
8378,19151-46489,1
8379,19151-46562,1
8380,19151-46786,1
8381,19151-47869,1
8382,19151-49544,1
8383,19151-51185,1
8384,19151-53334,1
8385,19151-53340,1
8386,19151-53828,1
8387,19151-54113,1
8388,19151-54825,1
8389,19151-55081,1
8390,19151-55256,1
8391,19151-57976,1
8392,19151-58453,1
8393,19151-60725,1
8394,19151-62240,1
8395,19151-62887,1
8396,19151-62904,1
8397,19151-62955,1
8398,19151-63023,1
8399,19151-63293,1
8400,19151-63440,1
8401,19151-63452,1
8402,19151-63949,1
8403,19151-64050,1
8404,19151-64213,1
8405,19151-132203,1
8406,19151-137409,1
8407,19151-199524,1
8408,19151-203724,1
8409,19151-262287,1
8410,19151-262589,1
8411,19151-263237,1
8412,19151-393220,1
8413,19151-393225,1
8414,19151-393950,1
8415,19151-395662,1
8416,19165-32354,1
8417,19165-36351,1
8418,19165-51185,1
8419,19165-53828,1
8420,19165-58511,1
8421,19165-398493,1
8422,19186-19653,1
8423,19186-23367,1
8424,19186-29791,0
8425,19186-32354,1
8426,19186-36351,1
8427,19186-43531,1
8428,19186-51185,1
8429,19186-53828,1
8430,19186-58511,1
8431,19186-199524,1
8432,19318-29791,0
8433,19318-36351,1
8434,19318-40630,1
8435,19318-137409,1
8436,19318-199524,1
8437,19528-29791,1
8438,19528-36351,1
8439,19531-23367,1
8440,19551-19653,1
8441,19551-23367,1
8442,19551-27446,1
8443,19551-29791,1
8444,19551-32354,1
8445,19551-34927,1
8446,19551-35280,1
8447,19551-36351,1
8448,19551-37468,1
8449,19551-41095,1
8450,19551-42473,1
8451,19551-47147,1
8452,19551-51185,1
8453,19551-53828,1
8454,19551-57695,1
8455,19551-58453,1
8456,19551-58511,1
8457,19551-137409,0
8458,19551-199524,1
8459,19551-263237,0
8460,19551-393950,1
8461,19653-19679,1
8462,19653-19750,1
8463,19653-19754,1
8464,19653-19834,1
8465,19653-19930,1
8466,19653-19969,1
8467,19653-20021,1
8468,19653-20055,0
8469,19653-20115,1
8470,19653-20119,1
8471,19653-20326,1
8472,19653-20340,1
8473,19653-20473,1
8474,19653-20940,1
8475,19653-21709,1
8476,19653-21859,1
8477,19653-21928,1
8478,19653-21947,1
8479,19653-21949,0
8480,19653-22616,1
8481,19653-22697,1
8482,19653-22702,1
8483,19653-22822,1
8484,19653-22925,1
8485,19653-22995,1
8486,19653-23028,0
8487,19653-23033,1
8488,19653-23367,1
8489,19653-23393,1
8490,19653-23404,1
8491,19653-23473,1
8492,19653-23738,1
8493,19653-24429,1
8494,19653-25751,1
8495,19653-25885,1
8496,19653-26038,1
8497,19653-26156,1
8498,19653-26446,1
8499,19653-26459,1
8500,19653-26496,1
8501,19653-26548,1
8502,19653-26827,1
8503,19653-26838,1
8504,19653-26935,1
8505,19653-27281,1
8506,19653-27400,1
8507,19653-27446,1
8508,19653-27630,1
8509,19653-29791,0
8510,19653-29802,1
8511,19653-29838,0
8512,19653-29933,1
8513,19653-30076,1
8514,19653-30081,1
8515,19653-30340,1
8516,19653-30517,1
8517,19653-31800,1
8518,19653-31857,1
8519,19653-32035,1
8520,19653-32097,1
8521,19653-32098,1
8522,19653-32133,1
8523,19653-32181,1
8524,19653-32212,1
8525,19653-32244,1
8526,19653-32261,1
8527,19653-32354,1
8528,19653-32425,1
8529,19653-32590,1
8530,19653-32621,1
8531,19653-32709,1
8532,19653-32748,1
8533,19653-32787,1
8534,19653-32934,1
8535,19653-33011,1
8536,19653-33071,1
8537,19653-33353,1
8538,19653-33362,1
8539,19653-33438,1
8540,19653-33445,1
8541,19653-33483,1
8542,19653-33517,1
8543,19653-33597,0
8544,19653-33616,1
8545,19653-34553,1
8546,19653-35280,1
8547,19653-36236,1
8548,19653-36351,1
8549,19653-36374,1
8550,19653-36584,1
8551,19653-36692,1
8552,19653-37468,1
8553,19653-39386,0
8554,19653-40065,1
8555,19653-40217,1
8556,19653-40428,1
8557,19653-40627,1
8558,19653-40676,0
8559,19653-40788,1
8560,19653-40805,1
8561,19653-41378,1
8562,19653-43531,1
8563,19653-43996,1
8564,19653-44444,1
8565,19653-45102,1
8566,19653-46131,1
8567,19653-46489,1
8568,19653-46562,1
8569,19653-46786,1
8570,19653-46997,1
8571,19653-47096,1
8572,19653-49544,1
8573,19653-50245,1
8574,19653-53334,1
8575,19653-53340,1
8576,19653-53597,1
8577,19653-53828,1
8578,19653-54113,1
8579,19653-54527,1
8580,19653-54825,1
8581,19653-54994,1
8582,19653-55039,1
8583,19653-55219,1
8584,19653-55256,1
8585,19653-57695,1
8586,19653-57976,1
8587,19653-58511,1
8588,19653-59865,1
8589,19653-62642,1
8590,19653-62708,1
8591,19653-62713,1
8592,19653-62715,1
8593,19653-62856,1
8594,19653-62887,1
8595,19653-62955,1
8596,19653-63023,1
8597,19653-63242,1
8598,19653-63399,1
8599,19653-63440,1
8600,19653-64208,1
8601,19653-64213,1
8602,19653-64227,1
8603,19653-131477,1
8604,19653-132203,1
8605,19653-197981,1
8606,19653-199524,1
8607,19653-208188,1
8608,19653-262287,1
8609,19653-262589,1
8610,19653-393565,1
8611,19653-393950,1
8612,19653-394018,1
8613,19653-394065,1
8614,19653-394749,1
8615,19653-395354,1
8616,19653-396388,1
8617,19653-396914,1
8618,19653-397326,1
8619,19653-398465,1
8620,19679-23367,1
8621,19679-25885,1
8622,19679-27446,1
8623,19679-29791,1
8624,19679-32354,1
8625,19679-36351,1
8626,19679-37468,1
8627,19679-46450,1
8628,19679-51185,1
8629,19679-53828,1
8630,19679-57695,1
8631,19679-58511,1
8632,19679-199524,1
8633,19679-393950,1
8634,19740-29791,1
8635,19740-36351,1
8636,19740-51185,1
8637,19740-53828,1
8638,19740-58511,1
8639,19740-64200,1
8640,19740-131477,1
8641,19750-29791,1
8642,19750-36351,1
8643,19750-37468,1
8644,19750-57695,1
8645,19750-199524,1
8646,19754-23367,1
8647,19754-29791,1
8648,19754-32097,1
8649,19754-32354,1
8650,19754-35280,1
8651,19754-36351,1
8652,19754-51185,1
8653,19754-53828,1
8654,19754-58511,1
8655,19754-131477,1
8656,19782-40387,1
8657,19834-29791,1
8658,19834-36351,1
8659,19834-53828,1
8660,19930-29791,1
8661,19930-36351,1
8662,19930-53828,1
8663,19969-32097,0
8664,19969-32354,1
8665,19969-34927,1
8666,19969-36351,1
8667,19969-53828,1
8668,19969-58511,1
8669,19969-398493,1
8670,20021-23367,1
8671,20021-27446,1
8672,20021-29791,1
8673,20021-32354,1
8674,20021-36351,1
8675,20021-37468,1
8676,20021-53828,1
8677,20021-57695,1
8678,20021-58511,1
8679,20021-199524,1
8680,20055-29791,1
8681,20055-32097,1
8682,20055-32354,1
8683,20055-35280,1
8684,20055-36351,1
8685,20055-53828,1
8686,20055-58511,1
8687,20115-22773,1
8688,20115-23367,1
8689,20115-25885,1
8690,20115-27446,1
8691,20115-32354,1
8692,20115-36351,1
8693,20115-41095,1
8694,20115-58511,1
8695,20115-199524,1
8696,20119-29791,0
8697,20119-32097,1
8698,20119-32354,1
8699,20119-36351,1
8700,20119-37468,1
8701,20119-47147,1
8702,20119-51185,1
8703,20119-58511,1
8704,20119-137409,1
8705,20119-199524,1
8706,20119-398493,1
8707,20144-42473,1
8708,20144-57695,1
8709,20144-58511,1
8710,20144-199524,1
8711,20205-20940,1
8712,20205-26554,0
8713,20205-32899,0
8714,20205-54113,1
8715,20205-395354,1
8716,20205-396238,1
8717,20278-23473,1
8718,20278-36351,1
8719,20278-37468,1
8720,20278-40630,1
8721,20278-42473,1
8722,20278-47147,1
8723,20278-51185,1
8724,20278-58511,1
8725,20278-199524,1
8726,20326-27446,1
8727,20326-29791,1
8728,20326-36351,1
8729,20326-37468,1
8730,20326-57695,1
8731,20326-199524,1
8732,20340-23367,1
8733,20340-23473,1
8734,20340-27446,1
8735,20340-29791,1
8736,20340-36351,1
8737,20340-37468,1
8738,20340-53828,1
8739,20340-57695,1
8740,20340-199524,1
8741,20473-22356,1
8742,20473-23473,1
8743,20473-29791,1
8744,20473-30132,1
8745,20473-32097,1
8746,20473-32354,1
8747,20473-34927,1
8748,20473-35280,1
8749,20473-36351,1
8750,20473-37468,1
8751,20473-40065,1
8752,20473-40630,1
8753,20473-42473,1
8754,20473-43531,1
8755,20473-46450,1
8756,20473-47147,1
8757,20473-51185,1
8758,20473-53828,1
8759,20473-58453,1
8760,20473-58511,1
8761,20473-131477,1
8762,20473-137409,0
8763,20473-199524,1
8764,20473-263237,1
8765,20546-37468,1
8766,20546-47147,1
8767,20546-51185,1
8768,20546-58511,1
8769,20860-34927,0
8770,20860-35280,1
8771,20860-36351,1
8772,20860-37468,1
8773,20860-42473,1
8774,20860-43531,1
8775,20860-51185,1
8776,20860-57695,1
8777,20860-58511,1
8778,20860-199524,1
8779,20940-22773,1
8780,20940-23367,1
8781,20940-23473,1
8782,20940-25152,1
8783,20940-25885,1
8784,20940-27446,1
8785,20940-29791,0
8786,20940-30132,1
8787,20940-32354,1
8788,20940-34927,1
8789,20940-35280,1
8790,20940-36351,1
8791,20940-37468,1
8792,20940-40630,1
8793,20940-41095,1
8794,20940-42473,1
8795,20940-46450,1
8796,20940-47147,1
8797,20940-51185,1
8798,20940-53828,1
8799,20940-57695,1
8800,20940-58453,1
8801,20940-58511,1
8802,20940-62240,0
8803,20940-131477,1
8804,20940-137409,1
8805,20940-199524,1
8806,20940-263237,0
8807,20940-393950,1
8808,21321-43531,1
8809,21321-51185,1
8810,21709-32354,1
8811,21709-36351,1
8812,21709-58511,1
8813,21777-53828,1
8814,21859-23367,1
8815,21859-26592,1
8816,21859-29791,1
8817,21859-30132,1
8818,21859-32097,1
8819,21859-32354,1
8820,21859-34927,1
8821,21859-35280,1
8822,21859-36351,1
8823,21859-37468,1
8824,21859-41095,1
8825,21859-42473,1
8826,21859-43531,1
8827,21859-47147,1
8828,21859-51185,1
8829,21859-53828,1
8830,21859-57695,1
8831,21859-58511,1
8832,21859-137409,1
8833,21859-199524,1
8834,21859-263237,1
8835,21859-393950,1
8836,21928-29791,1
8837,21928-32354,1
8838,21928-36351,1
8839,21928-37468,1
8840,21928-51185,1
8841,21928-53828,1
8842,21928-58453,1
8843,21928-58511,1
8844,21928-137409,1
8845,21928-199524,1
8846,21928-263237,1
8847,21928-398493,1
8848,21947-29791,1
8849,21947-32097,1
8850,21947-32354,1
8851,21947-35280,1
8852,21947-36351,1
8853,21947-53828,1
8854,21947-58511,1
8855,21949-23473,1
8856,21949-27446,1
8857,21949-29791,1
8858,21949-32097,1
8859,21949-32354,1
8860,21949-35280,1
8861,21949-36351,1
8862,21949-37468,1
8863,21949-40630,1
8864,21949-46450,1
8865,21949-51185,1
8866,21949-53828,1
8867,21949-58511,1
8868,21949-137409,0
8869,21949-199524,1
8870,21976-199524,1
8871,22147-29791,1
8872,22302-29791,1
8873,22302-36351,1
8874,22302-37468,1
8875,22302-51185,1
8876,22302-53828,1
8877,22302-137409,1
8878,22302-199524,1
8879,22356-23473,1
8880,22356-23520,1
8881,22356-25933,1
8882,22356-29791,1
8883,22356-32097,0
8884,22356-33182,1
8885,22356-34927,0
8886,22356-35280,1
8887,22356-36351,1
8888,22356-37468,1
8889,22356-40630,1
8890,22356-41095,1
8891,22356-42473,1
8892,22356-43531,1
8893,22356-47147,1
8894,22356-51185,1
8895,22356-57695,1
8896,22356-58511,1
8897,22356-137409,0
8898,22356-199524,1
8899,22356-262287,0
8900,22356-263237,0
8901,22356-264409,1
8902,22356-393950,0
8903,22418-23473,1
8904,22418-36351,1
8905,22418-40630,1
8906,22418-199524,1
8907,22442-36351,1
8908,22442-40630,1
8909,22462-32097,1
8910,22462-40630,1
8911,22518-32354,1
8912,22518-36351,1
8913,22518-58511,1
8914,22518-199524,1
8915,22616-23367,1
8916,22616-27446,1
8917,22616-29791,1
8918,22616-32354,1
8919,22616-36351,1
8920,22616-37468,1
8921,22616-51185,1
8922,22616-53828,1
8923,22616-57695,1
8924,22616-58511,1
8925,22616-137409,1
8926,22616-199524,1
8927,22616-263237,1
8928,22616-393950,1
8929,22645-23367,1
8930,22645-29791,1
8931,22645-36351,1
8932,22645-40630,1
8933,22645-53828,1
8934,22691-23473,1
8935,22691-29791,1
8936,22691-36351,1
8937,22691-37468,1
8938,22691-40630,1
8939,22691-46450,1
8940,22691-51185,1
8941,22691-137409,1
8942,22691-199524,1
8943,22697-23367,1
8944,22697-27446,1
8945,22697-29791,1
8946,22697-32097,1
8947,22697-32354,1
8948,22697-35280,1
8949,22697-36351,1
8950,22697-37468,1
8951,22697-43531,1
8952,22697-47147,1
8953,22697-51185,1
8954,22697-53828,1
8955,22697-57695,1
8956,22697-58453,1
8957,22697-58511,1
8958,22697-131477,1
8959,22697-137409,1
8960,22697-199524,1
8961,22697-263237,1
8962,22697-393950,1
8963,22702-29791,1
8964,22702-32354,1
8965,22702-36351,1
8966,22702-53828,1
8967,22702-58511,1
8968,22742-23473,1
8969,22742-29791,1
8970,22742-36351,1
8971,22742-40630,1
8972,22742-46450,1
8973,22742-199524,1
8974,22772-36351,1
8975,22772-40630,1
8976,22773-23367,1
8977,22773-29791,1
8978,22773-36351,1
8979,22773-41095,1
8980,22773-199524,1
8981,22822-23473,1
8982,22822-29791,1
8983,22822-30132,1
8984,22822-34927,1
8985,22822-35280,1
8986,22822-36351,1
8987,22822-37468,1
8988,22822-40630,1
8989,22822-41095,1
8990,22822-47147,1
8991,22822-51185,1
8992,22822-53828,1
8993,22822-57695,1
8994,22822-58453,1
8995,22822-58511,1
8996,22822-60068,1
8997,22822-199524,1
8998,22925-25885,1
8999,22925-27446,1
9000,22925-36351,1
9001,22925-37468,1
9002,22925-46450,1
9003,22925-57695,1
9004,22925-199524,1
9005,22995-29791,0
9006,22995-32097,0
9007,22995-32354,1
9008,22995-35280,1
9009,22995-36351,1
9010,22995-53828,1
9011,22995-58511,1
9012,23028-27446,1
9013,23028-37468,1
9014,23028-42473,1
9015,23028-51185,1
9016,23028-57695,1
9017,23028-58511,1
9018,23028-137409,1
9019,23028-199524,1
9020,23028-263237,1
9021,23028-398493,1
9022,23033-29791,0
9023,23033-32097,1
9024,23033-32354,1
9025,23033-35280,1
9026,23033-36351,1
9027,23033-53828,1
9028,23033-58511,1
9029,23089-23367,1
9030,23089-27446,1
9031,23089-29791,1
9032,23089-36351,1
9033,23089-37468,1
9034,23089-51185,1
9035,23089-53828,1
9036,23089-58453,1
9037,23089-199524,1
9038,23089-263237,1
9039,23089-393950,1
9040,23352-32354,1
9041,23352-42473,0
9042,23352-51185,1
9043,23352-57695,1
9044,23352-58511,1
9045,23352-199524,1
